	S01	S02	S03	S04	S05	S06	S07	S08
Pathway_062_Metabolism_Process	54.067933134639745	40.58501030010374	33.75587194477098	28.87207336350101	28.394426537778152	55.562245165356664	39.99276707864942	35.056378890859705
Pathway_063_Metabolism_Process	97.59412185354795	73.25707144736806	60.93028693453292	52.11489477478929	51.2527289805749	100.29139659585869	72.18805597422951	63.27773811325485
Pathway_064_Metabolism_Process	26.215591406440662	19.678208238591928	16.36700526851286	13.999027417406468	13.767433692738797	26.940129434063277	19.391050853303724	16.997574198066726
Pathway_065_Metabolism_Process	48.146442747888756	36.14016222833075	30.058947360662955	25.710019721801736	25.284684514496707	49.47709854446293	35.612781159711595	31.217023499197214
Pathway_066_Metabolism_Process	70.62278885047536	53.011580926926285	44.09145455741362	37.7123041812675	37.08840848260774	72.5746386235978	52.23800099605046	45.790158800897224
Pathway_067_Metabolism_Process	211.0959407370211	158.4549368252668	131.79212021727167	112.72444005801637	110.859576724607	216.9301420018137	156.14265794331473	136.8696536331689
Pathway_068_Metabolism_Process	270.0942199555265	202.74081259212477	168.62612223659045	144.2292997254869	141.84323391293606	277.5589965598326	199.78228502044345	175.12275321147666
Pathway_069_Metabolism_Process	22.87446129605114	17.1702558889714	14.281059799203424	12.214876478550515	12.012798958757562	23.506658251420955	16.919696197457576	14.831263849531608
Pathway_070_Metabolism_Process	38.818870732579555	29.13860725167582	24.235526559273286	20.72913127432362	20.386197684881797	39.89173411372802	28.713397488272587	25.169244719006233
Pathway_071_Metabolism_Process	164.09610725719432	123.17545386201185	102.44902777059269	87.62670538185004	86.17704788246506	168.63134234113247	121.37799644953586	106.39606467290359
Pathway_072_Metabolism_Process	11.718034546730914	8.795907762772563	7.3158423241156285	6.257386467257058	6.153867030125645	12.041893791654003	8.667552078974051	7.59769858232661
Pathway_073_Metabolism_Process	54.07537942817475	40.59059971109645	33.76052083953093	28.876049656300914	28.398337048546743	55.56989725714155	39.998274925272725	35.06120689282615
Pathway_074_Metabolism_Process	77.96514967440322	58.52297691323369	48.675461701308365	41.63309730353919	40.94433773571454	80.1199252387842	57.668971059350696	50.55077323674133
Pathway_075_Metabolism_Process	302.04132046761924	226.72126326171133	188.57144234356582	161.2889314935328	158.62063867014632	310.38904069255284	223.4127971474138	195.8365033973291
Pathway_076_Metabolism_Process	171.2205949435421	128.5233077445221	106.89701163218359	91.43115506638603	89.91855843226823	175.95273431150184	126.6478109232145	111.0154152797397
Pathway_077_Metabolism_Process	61.95048477128871	46.501889692697695	38.677132814539576	33.081326352295335	32.534043504820616	63.662652212051725	45.82330346710183	40.16724037160112
Pathway_078_Metabolism_Process	59.4403304254812	44.617692645147166	37.10998489993948	31.740913352867516	31.215805705845966	61.08312303313277	43.966601864816546	38.53971520613869
Pathway_079_Metabolism_Process	66.9103358995134	50.2249025296174	41.773683576570036	35.729868239212806	35.13876908491617	68.75958209993632	49.491987646722976	43.383091437339495
Pathway_080_Metabolism_Process	394.2866780274029	295.96339199960534	246.1623709543126	210.54760621069428	207.06439963581704	405.1838455788342	291.64449910259043	255.6462282759524
Pathway_081_Metabolism_Process	56.009645159544164	42.04251751300834	34.96812805789219	29.90894029707195	29.41414000289943	57.55762159854866	41.42900538560376	36.31533939657169
Pathway_082_Metabolism_Process	63.42565706224223	47.609198205373566	39.598117288384735	33.86906281897612	33.308748007427354	65.17859483717473	46.91445340409072	41.12370746332785
Pathway_083_Metabolism_Process	122.25853241857426	91.77091687835359	76.32885381803162	65.2855974448479	64.20554136462287	125.63747415462936	90.43173516949213	79.26956305936756
Pathway_084_Metabolism_Process	76.15558421125071	57.16466286823638	47.545707769384485	40.66679613796486	39.99402262970088	78.26034759123348	56.33047842821547	49.37749346024019
Pathway_085_Metabolism_Process	70.54597504010235	52.95392217978284	44.04349790369644	37.67128589482964	37.04806878457837	72.49570185800326	52.181183643350444	45.74035452904201
Pathway_086_Metabolism_Process	28.204504812719687	21.17114622234729	17.608730305133133	15.061099711472927	14.811935532007563	28.984011785126192	20.862202901946766	18.287138971663698
Pathway_087_Metabolism_Process	84.94698749812514	63.76375353555789	53.03438592594686	45.361372496833354	44.610933991404266	87.29472483580938	62.833270814802695	55.07763302058836
Pathway_088_Metabolism_Process	55.14508551543631	41.393553144908765	34.428363303755056	29.447268692025663	28.96010608891538	56.66916753491036	40.789511133321085	35.754779214215205
Pathway_089_Metabolism_Process	275.80018321404344	207.02387954499403	172.1884882067567	147.27626268963607	144.83978926798844	283.4226593835021	204.00285063720085	178.82236587153116
Pathway_090_Metabolism_Process	165.11420007645157	123.93966483070422	103.08464686757499	88.17036312617793	86.71171159326481	169.6775728801064	122.13105554805198	107.05617216266225
Pathway_091_Metabolism_Process	83.88151274125008	62.96397626508977	52.36918517999087	44.79241297565376	44.051387085170425	86.19980283256632	62.04516442142948	54.386804194514205
Pathway_092_Metabolism_Process	167.65861807263275	125.84958120064631	104.67318637840079	89.52907278630529	88.04794336106806	172.2923126770747	124.01310115942387	108.70591307487224
Pathway_093_Metabolism_Process	61.171371966822896	45.91706428212676	38.19071451568232	32.665283038914666	32.12488302820395	62.862006540144876	45.247012214403064	39.66208191466399
Pathway_094_Metabolism_Process	246.08455881665859	184.7184416944537	153.63633069374106	131.4082307915595	129.2342710789608	252.8857641798761	182.02290843815524	159.5554524265673
Pathway_095_Metabolism_Process	85.46862015094393	64.15530663108315	53.36005335967166	45.639922375621545	44.88487566406422	87.83077420300081	63.21911010947021	55.41584739015789
Pathway_096_Metabolism_Process	153.9967052415768	115.59454016575434	96.14373549487348	82.2336626110772	80.87322522858564	158.25281632243158	113.90770844280854	99.84784943506659
Pathway_097_Metabolism_Process	23.633273382157792	17.73984297220228	14.754803886016877	12.620079284521035	12.411298268529208	24.286442140287274	17.480971490532998	15.323259797134712
Pathway_098_Metabolism_Process	121.53823472214836	91.23023984977567	75.87915516315388	64.9009611784128	63.82726835064311	124.8972691036762	89.89894805649642	78.8025389381155
Pathway_099_Metabolism_Process	15.884515012637726	11.92339281390121	9.917073274026567	8.482271398214147	8.341944447763868	16.323526095720553	11.749398806789866	10.299146730723047
Pathway_100_Metabolism_Process	11.22585846358745	8.426465650863078	7.008565313997671	5.9945662861176645	5.895394829946144	11.53611510527359	8.30350110987518	7.278583161200175
Pathway_101_Metabolism_Process	63.3751593152126	47.57129308371437	39.566590366910106	33.84209721159289	33.282228507138974	65.12670144976205	46.87710141895152	41.09096590931657
Pathway_102_Metabolism_Process	34.939613606428615	26.226720643590927	21.813615840675887	18.65762252877556	18.348959064804493	35.90526333508889	25.844003048910334	22.65402544308595
Pathway_103_Metabolism_Process	101.25090550251309	76.0019627989374	63.213302271494584	54.06760351851842	53.1731329735762	104.0492452473785	74.89289206193233	65.64871080793499
Pathway_104_Metabolism_Process	811.0303529240415	608.7836785836166	506.34516892761883	433.0871644628674	425.92236175671644	833.4453472356057	599.8999058727778	525.8530462648192
Pathway_105_Metabolism_Process	37.40579623871065	28.077911205728	23.353311188756354	19.974554798217554	19.644104588616152	38.43960552450042	27.668179818173165	24.2530403814977
Pathway_106_Metabolism_Process	46.044359419596525	34.5622755109308	28.74656770171849	24.58751511413508	24.180750127124277	47.31691851772258	34.05792000533831	29.854082004221517
Pathway_107_Metabolism_Process	105.52551790375348	79.21061491998815	65.8820425111202	56.35023049709759	55.41799717991173	108.44199800219812	78.05472141628559	68.4202691653867
Pathway_108_Metabolism_Process	140.69045815665712	105.60647249443427	87.83633503357741	75.12817660938389	73.88528924802165	144.57881548866465	104.06539323847137	91.22039111771714
Pathway_109_Metabolism_Process	72.03432831637137	54.07112473489349	44.97271157415816	38.46606095819738	37.829695440438215	74.02518976024638	53.28208324238536	46.70536786229464
Pathway_110_Metabolism_Process	69.93865657605582	52.498050747497956	43.664334819156124	37.34698011444599	36.72912817574349	71.87159852287536	51.73196458748801	45.346583490485514
Pathway_111_Metabolism_Process	173.47123768100923	130.21270760477745	108.30214039584806	92.63298984097167	91.1005105833271	178.26557958426966	128.31255794716	112.47467920899207
Pathway_112_Metabolism_Process	144.5255762995714	108.48522705944967	90.23068875527245	77.17611530354816	75.89934774923175	148.51992738513903	106.90213911937522	93.70699171283178
Pathway_113_Metabolism_Process	30.565533605822313	22.94340516274908	19.082775658400557	16.32188022546162	16.05185825019967	31.410293927596115	22.608599871725577	19.817974628671774
Pathway_114_Metabolism_Process	79.38961250758628	59.592221387826164	49.564787077724624	42.39375511009574	41.692411555586496	81.58375691456077	58.72261241378939	51.4743615061812
Pathway_115_Metabolism_Process	89.01774235171766	66.81938407447345	55.575853143016936	47.53514031009664	46.7487399503597	91.477985894081	65.84431157880974	57.71701492860359
Pathway_116_Metabolism_Process	29.936073699178536	22.470913700369266	18.68978915473445	15.985750997833382	15.721289796007685	30.763437211849066	22.143003316202265	19.409847598386385
Pathway_117_Metabolism_Process	111.42903759266575	83.64197364762312	69.5677475693497	59.50268785359948	58.51830167469835	114.50867725692453	82.4214148364864	72.24797277833594
Pathway_118_Metabolism_Process	36.437278175802405	27.35091253424032	22.748642768635392	19.457369787713652	19.135475658427943	37.44431987294094	26.95178999049287	23.625076000255238
Pathway_119_Metabolism_Process	227.15112875221502	170.50644190766258	141.81574862822887	121.2978501990173	119.2911521560631	233.42905810527728	168.01829951993355	147.2794607331195
Pathway_120_Metabolism_Process	104.19819076557182	78.21428340791492	65.05336121506056	55.64144278709737	54.72093534063546	107.07798662631234	77.0729290303573	67.55966140084824
Pathway_121_Metabolism_Process	93.95870142985792	70.52821597265897	58.66060915746872	50.17359391317559	49.34354414272744	96.55550159951751	69.4990217573019	60.920616832456396
Pathway_122_Metabolism_Process	47.58513871469094	35.71883060627494	29.708512158719387	25.410285474787706	24.989908938439353	48.900281372125725	35.19759788640084	30.853087137661998
Pathway_123_Metabolism_Process	76.32030546770275	57.28830757781136	47.64854709238082	40.75475667067042	40.0805279822153	78.42962136044052	56.45231883268932	49.48429485697903
Pathway_124_Metabolism_Process	11.655784268892317	8.749180839422776	7.27697802349564	6.224145052532019	6.12117554667939	11.97792306079091	8.621507025689311	7.557336963166195
Pathway_125_Metabolism_Process	27.719645425335347	20.80719624145763	17.3060212788604	14.802186618407527	14.557305782763153	28.485752010973407	20.503563919071805	17.972767524347436
Pathway_126_Metabolism_Process	123.51821717229954	92.71647399032075	77.11530439552351	65.95826437542709	64.8670799906943	126.93197366773732	91.36349408882808	80.08631308936529
Pathway_127_Metabolism_Process	10.226494081015026	7.676312807785864	6.384638816931942	5.460909456687002	5.370566583326064	10.509130613453987	7.564294991538999	6.630618750238743
Pathway_128_Metabolism_Process	200.36834045129262	150.4024786888053	125.09462910700509	106.99594176878857	105.22584818016198	205.90605577260064	148.20770658366814	129.91412938056428
Pathway_129_Metabolism_Process	14.991035334803758	11.252720202142113	9.35925306819192	8.005156603702194	7.872722829617703	15.405352715827295	11.088513091847904	9.719835477240645
Pathway_130_Metabolism_Process	183.1466789544165	137.47538366752687	114.3427440901114	97.79963916663435	96.1816851452291	188.20842757103037	135.46925225369014	118.74800825177587
Pathway_131_Metabolism_Process	36.89410641685368	27.693821496975684	23.03385129634592	19.701314353845056	19.375384513434692	37.91377378501379	27.289694999619396	23.921272710169386
Pathway_132_Metabolism_Process	187.26784866193404	140.56885710605408	116.91568647655718	100.00032832267411	98.34596707216026	192.4434968326373	138.517583688774	121.42007796785882
Pathway_133_Metabolism_Process	97.95420377738377	73.52735972621473	61.15509447952194	52.30717717064063	51.44183034142178	100.66143034732387	72.45440002835375	63.51120678168543
Pathway_134_Metabolism_Process	18.48045917760124	13.871986269678043	11.53778177401809	9.868495839080751	9.705235803930142	18.99121612504168	13.669557102466444	11.9822960014721
Pathway_135_Metabolism_Process	299.67471498955905	224.94481829452207	187.09391533578727	160.02517305070745	157.37778728865655	307.957027738512	221.6622752361096	194.3020519486772
Pathway_136_Metabolism_Process	363.3098345785843	272.71124534727556	226.82280496595376	194.00608807282077	190.79653706578995	373.3508741599685	268.73166310060367	235.56156999836602
Pathway_137_Metabolism_Process	80.4586950256012	60.39470675188198	50.232240233121544	42.9646411621832	42.253853121052025	82.68238638907799	59.513387382463655	52.16752951990566
Pathway_138_Metabolism_Process	65.3418409885298	49.04754326272236	40.7944356140237	34.892297843698955	34.31505508397779	67.14773763442537	48.33180918229364	42.366116149031335
Pathway_139_Metabolism_Process	73.23561801286927	54.972848767590804	45.72270475519168	39.107545147388336	38.46056719861804	75.25968031244155	54.17064872363625	47.48425590769573
Pathway_140_Metabolism_Process	32.40771561424201	24.32620216370341	20.232892860408715	17.305598503790613	17.019302327949656	33.30338956593202	23.971218187386814	21.012402207626348
Pathway_141_Metabolism_Process	257.78750286038064	193.50302207360826	160.94275166479918	137.65755898684822	135.38021314960932	264.9121504020848	190.67929843015935	167.14336668091127
Pathway_142_Metabolism_Process	49.93174244891871	37.48026166536014	31.173551611225577	26.663363061478055	26.222256163159106	51.31173978061393	36.933324982444304	32.37456992504621
Pathway_143_Metabolism_Process	81.64319241793163	61.28382597803153	50.971749586934905	43.59715832397442	42.87590619837168	83.89962053683988	60.389531994812245	52.9355298293935
Pathway_144_Metabolism_Process	38.87115466612392	29.177853138440973	24.268168638656967	20.757050698601713	20.41365522253974	39.94546305370002	28.75207067318958	25.203144394432545
Pathway_145_Metabolism_Process	45.94641167244281	34.48875299773973	28.685416638259742	24.535211384777245	24.129311687556566	47.21626372244499	33.98547038112127	29.790574983763083
Pathway_146_Metabolism_Process	23.946536552618316	17.974987692236677	14.950381391092682	12.787360641792384	12.575812196932624	24.6083631768296	17.712684823819647	15.526372284694927
Pathway_147_Metabolism_Process	302.0577327598414	226.73358281990906	188.58168892046365	161.29769559598003	158.62925778315474	310.4059065823937	223.42493693049803	195.84714474241574
Pathway_148_Metabolism_Process	73.66010085874422	55.29147830775006	45.98771929814499	39.3342173938959	38.68348947962569	75.69589487777846	54.484628611524414	47.75948062251156
Pathway_149_Metabolism_Process	225.7595448893932	169.4618773731641	140.94695036000493	120.5547496392307	118.56034512362753	231.99901409819978	166.98897795963546	146.37719041640506
Pathway_150_Metabolism_Process	87.08402440950867	65.36787745951526	54.36858792220728	46.502542186681275	45.7332246740848	89.49082448145379	64.41398630512134	56.46323759849327
