,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,Mean_Log2_Ratio,StdDev
gene_0019,-2.290442546216802,-2.3261030325083834,-2.512844885865815,-2.6526448560851774,-1.8028595229028752,-1.7258419379136396,-2.459089378872123,-2.822789748264138,-2.2214828430925366,-2.6084300804921225,-2.342252883221361,0.3542283845604364
gene_0020,1.2321309175403963,1.791395023112082,-2.1553888700141943,1.7824774716993934,2.418553399563171,1.794006659650317,1.6207074772217571,1.9035879496089867,2.9257131025025505,1.211117977258823,1.4524301108143283,1.3662374016866463
gene_0021,-0.20095652089473123,0.18226471503429328,-0.9924485971406024,-0.4861260628028377,0.8008450599040284,1.1100300726182617,-0.022035255397755638,-0.565841983181099,0.32462304031404776,-0.6917516518459073,-0.05413971833923022,0.6702941614740091
gene_0022,1.8666504512430886,2.935451481021505,1.257481403564078,2.481644225689468,2.8654918518862136,3.995912015650983,2.281434369627496,1.940401402896772,4.021027781007674,1.7715964894405167,2.5417091472027797,0.9245959040687839
gene_0023,-1.2734407137033381,-0.8934760896537057,-1.702303221053071,-1.2573736992604507,-0.7287640310180816,-0.14285142037650517,-1.484473096038124,-1.0598302622903546,0.08990629999980917,-1.7448784414842613,-1.0197484674878081,0.6174314445017216
gene_0024,0.7296700476162881,-2.893644980927728,-0.010614808678956145,-1.9831111236413124,1.6218351817398144,2.083677309594078,0.8515248994223148,1.001528952620732,2.0374578448978427,0.09621578334579811,0.3534539105988871,1.6482264110570466
gene_0025,-0.6820486045984013,-0.5912398852403384,-1.1893763462666427,-0.4301633243201628,0.060826128796599946,-0.042456971625332185,-0.052119873956430876,-0.1746569249818457,0.001145118947442264,-1.050665009619395,-0.41507556928645073,0.45143676882481887
gene_0026,3.8640614203175074,3.7534327579752977,2.276581161478207,2.93569818674409,3.3218289673156876,3.719185141332388,3.689492077124317,2.630844404577174,6.607854456496726,2.054105793000186,3.4853084366361577,1.27498565443565
gene_0027,0.3370520081027786,0.2738097198171569,-1.086597299782313,-0.5710900022432588,0.8229304683276999,1.464583443492611,-0.15290777207213746,-1.4913480398837109e-05,1.5927187699968934,-0.4879816573571101,0.21925027648019219,0.8714729324461792
gene_0028,-1.294165680319496,0.01660142457639946,-1.838266554372523,-1.703888094684832,-0.47664991619076774,-0.06881627293526327,-1.475349032866158,-1.2896416061294378,0.16119190094927138,-1.255693887134529,-0.9224677719107335,0.7544418177693321
gene_0029,-0.11105520046311103,0.21251254355925459,-0.4450799351956308,-0.41833750556920024,1.1489052106985653,1.3243706196411662,-2.2430781755109024,0.5178986816783979,0.7183685821557323,-0.7393266381904231,-0.0034821817196151517,1.0470430727183428
gene_0030,-0.7535689054922192,-0.3243068575741243,-0.5699010332696848,-0.6220810330840492,1.4008154101558001,1.5692410611405596,-0.35449768643060575,-0.12625043314095022,1.604347979944683,0.02819465400439425,0.18519931562538033,0.9535292135405582
gene_0031,-4.080992017371124,-3.848454971692633,-4.332401243498546,-3.6633371798154566,-3.1646349227167474,-2.4702557410966777,-3.2870885734201556,-5.799185682322125,-2.778773267486874,-4.579501304099314,-3.8004624903519657,0.9698617594139544
gene_0032,-1.2787981382536688,-0.8576954692318636,-1.6034256616793843,-0.8486809850919734,-0.3228577776648635,-0.0020513264377103463,-1.2622292464725082,-1.0266014181992666,-0.25935311547062223,-1.3239781598249212,-0.8785671298326783,0.5286202321286911
gene_0033,-0.7745978661278112,-1.3708080638298954,-1.1724214351286517,-1.2679462370167192,-0.4470667721595152,-0.6139800938790254,-1.211605090995935,-0.7907771079758719,0.061424994466642555,-1.5778768080078995,-0.916565448065468,0.49711142439536377
gene_0034,0.8272574309256396,1.6262435653578935,0.06548198182981102,0.5624405964523728,0.7848645815221621,-1.6091269310003855,0.6510325167392775,-1.2548158994244156,1.4370431083647839,1.1758996504739676,0.4266320601241107,1.0791479258139347
gene_0035,-2.429461578620875,-5.720309887776887,0.9510987259954444,-3.627072427498385,-1.3437738691321828,-1.7766127858350957,-3.6097456123178238,-1.9589183182990575,-1.1981926908962013,-2.6940482817146036,-2.3407036726095667,1.776976288209215
gene_0036,-2.9529430109353814,-2.9058716663404733,-3.204435468453293,-1.633639282425289,-1.5913958292037895,-1.352626185402967,-2.6002464367876454,-2.727497135627829,-0.5847086783767808,-2.7369306211289746,-2.229029431468242,0.8699143242037001
gene_0037,-0.004007623182778058,0.6830113732131573,-1.0529523510835836,-0.5461347104978431,0.6201894293129531,1.3611633030465895,-0.74885814327685,-0.09003028556784956,0.8553467921430596,-1.1129992507958861,-0.0035271466689031027,0.8595895576749407
gene_0038,1.1684478063188792,2.144753364147179,-2.2388239748032297,1.6994774628709923,2.387341664149532,2.6151373422962507,1.228138978753364,1.0437347034739823,2.1196684978349274,0.9775827263641269,1.3145458571406006,1.3812313005769796
gene_0039,2.944657067255063,4.43447256036808,2.449023602176668,3.712163392541265,5.25401417709823,3.610680675076863,2.9514744960832413,3.526969130141373,3.9467282122407275,3.3581225035454096,3.6188305816526922,0.8027813587026713
gene_0040,2.043675191482815,1.9013795006327396,0.9878073732454458,1.137451891997901,2.108452669773807,-2.5522300682443984,0.6651717806575123,1.3106395235665766,2.7102288701914716,0.7595131828767545,1.1072089916180625,1.4469959778791315
gene_0041,4.335551268493347,1.1462045514747026,0.5661602059573635,0.3255855052216037,2.2369371615327025,2.048528417508609,0.22047173707904605,3.5967782039310157,-3.0389200968319083,-0.3393854767599758,1.1097911477606506,2.1017708061159417
gene_0042,-2.044345406136572,-2.256759598077859,-1.9692470124562094,-2.014332775489169,1.6467057699743304,-1.4456509836790357,-2.4834633386544813,-2.7565349578390412,-0.46634782102114836,-2.7763972968914663,-1.656637342027065,1.34399047399347
gene_0043,0.6693008548213668,2.8512247590712962,0.31874412550872677,0.8639873242337217,2.961480969407269,2.366360249366653,0.8952512764140964,-0.14860418254469188,2.917000183633423,0.09930125591115863,1.3794046815823022,1.2521219608220084
gene_0044,-0.7702135980154913,-1.2796236070690692,-1.8789584540586957,-1.115529100627345,-0.7574345743459416,-0.9354952691014539,-1.294955584113032,-0.8176262106263709,-0.1973932561367819,-1.33499871427443,-1.0382228368368611,0.452395574470319
gene_0045,1.1214069319810096,1.550077392491192,-2.7538584543974025,1.3150694386018695,1.581592383712675,2.5176801840844623,0.4042879670146368,0.7814168995024235,2.5627207744284597,2.583276994120588,1.1663670511539914,1.5714248088746896
gene_0046,-0.5596740867725535,0.8056911466122608,-0.6067928353849389,-0.8373906137042206,0.17766790735196122,0.6402240081071698,-0.19054012113482316,-0.7613344397810029,0.2564061120484098,-0.6596600164583157,-0.1735402939116053,0.6045122294918772
gene_0047,-2.457146574310327,-1.8528057033091694,-2.3683820764421,-3.4639972256442326,-1.560464595692257,-0.6204406972264949,-1.8729850972192574,1.5149166952560882,-0.18772395896168326,-2.113247047764847,-1.4982276281314282,1.4046037003364604
gene_0048,-2.5070068910895986,-1.6001384651610162,-2.6654976150098197,-2.0867835448644123,-2.7525384433580715,-1.1904447381209438,-2.530107803616885,-2.2924528182905304,-1.403490015185508,-2.473397912481551,-2.1501858247178336,0.558765741524427
gene_0049,-0.9700390445017792,-1.3950113284051864,-1.84372302830738,-1.4018186241758437,-0.5647906135385949,3.055914579672049,-2.061936040414504,-1.0891235083236994,-0.6630742878105261,-1.923294720474964,-0.885689661628043,1.477275395478872
gene_0050,0.28827017272346184,0.15379791038495008,-0.9940347214258024,1.184623464314059,0.9869141106609769,1.1337574219786342,-0.37785040549478893,0.8105431560176279,1.4517460291331281,0.6467320708959976,0.5284499209188244,0.7667089463106728
gene_0051,0.1987379200329355,1.0459409234806356,0.15722886229734467,0.32239322740085896,2.482227765223685,1.7618014587943909,0.47403359590575705,0.5257098974733436,-2.1376628956615638,0.6210820680361957,0.5451492822983582,1.2024093165303171
gene_0052,1.0770182899148462,1.5247632145168082,0.09794151996719014,1.319965807604813,1.9567732825417328,2.291236207441769,0.04278744870983742,1.07334748630032,2.127377591137273,-0.15097263986472964,1.1360238208269862,0.8889713843542841
gene_0053,0.6006553723768966,0.5031789929626165,0.5850079051192627,0.661970570036805,0.6490877779194306,1.5871685925562729,0.7169775203663439,0.11128244660893724,0.6248584784223035,-0.8137204559283906,0.5226467200440478,0.5946304221924461
gene_0054,0.5845273943766478,0.6371447965186308,0.11021523516810124,0.1308101202297477,1.0449100092392565,1.4216177936946277,-0.15453689889338407,0.32633059672366366,1.253042166659717,-0.01846829523561998,0.5335592918481387,0.552136498073286
gene_0055,-2.437815891582431,-2.8923740789972676,-2.1836079996698543,-2.4821828974289595,-0.7139474467644888,-1.1742812194217795,-4.229259248845203,-2.1712448512389106,-1.3365057047231406,-2.5563178395690906,-2.2177537178241127,0.9924402120279361
gene_0056,0.0011564308144432212,0.6458421924792069,-0.9515284302782947,-0.16485271881628144,0.6167075700800639,0.8389124551479388,-0.5990685721335213,-0.39245095611338904,0.39366351472031624,-0.846086971895962,-0.04577054859954792,0.6494941779363878
gene_0057,0.7528090617572266,1.584089585428664,0.2711993738292573,-1.9039947237803532,1.9781189129613106,4.128175497092682,0.8022969965293987,1.1494130944951333,2.0607541453207268,0.8103256577249958,1.1633187601359043,1.5298748877643344
gene_0058,-2.433239610587401,-1.7570645056084055,-3.2444317626267076,-2.118676083997691,-1.621468620634544,-1.3875956084530294,-2.8789532481814986,-2.646074712321456,-1.2667956493209434,-2.1706736673333644,-2.152497346906504,0.6542059514442199
gene_0059,2.852634258037566,2.9900872328403207,2.698818412594278,2.5227957408847215,4.302808714435361,4.144779168111107,2.8682968956431365,3.587067365012881,4.341283707002407,2.0768208530029035,3.2385392347564683,0.8022444156666942
gene_0060,-2.456916272986174,-2.380214123730595,-1.626601883976314,-2.4427321371177886,-0.8885979921174302,-1.1446121286933337,-2.651114772801858,-2.0162558662458427,-0.11433246602520226,-2.143560540708329,-1.7864938184402868,0.8300196433174786
gene_0061,2.9125157065891356,3.1689840153973257,1.6865251392726577,2.0372318619005343,2.706220268462571,3.6239626014969777,2.558935488624235,2.318942407319404,3.067580395485483,2.0859421128606535,2.6166839997408977,0.5956432912198556
gene_0062,-0.015944284028530042,0.6293153997956996,-0.394506521602568,0.17873680020775431,0.8486193068166701,1.1725140090180899,-0.6059713984275077,0.25542247182863315,1.2739677012423563,-0.2977080589970329,0.30444454258535647,0.6579445377775672
gene_0063,1.236560692114863,1.1687081349238015,-0.015533547405518919,0.6112944869714492,2.230480998782652,1.908022068506274,-0.3765895067337042,0.7951097809137028,1.4156981585647865,-0.6142597976545823,0.8359491468983723,0.9458625002327268
gene_0064,-0.9414626040930634,-3.1106541932980636,-2.313083549458297,-1.923815430668955,-0.7040398766028255,-0.7403298100221454,-1.775255410777824,-1.7348069030289839,-0.6022637032504847,-2.385811459562521,-1.6231522940763163,0.8516241994742321
gene_0065,-0.9521149949346734,-0.4093443895704241,-3.598392755599579,-1.3479893632005033,-0.17841290804878104,-0.05792985882279781,-0.8256167433724426,-1.642217441756831,0.194633697976771,-1.698483584193457,-1.0515868341522718,1.1114394956038456
gene_0066,-3.9605251167120423,-2.800111185412865,-3.8072481498379163,-3.687419334180011,-2.121143088667668,-2.64641263429158,-3.1574450867157493,-3.8479921124126495,-2.8232386970403147,-3.305722814865131,-3.215725822013593,0.6134951528561436
gene_0067,-0.8174146481200028,-0.48160643069915854,-1.48038797069708,-0.7994125877017838,-0.6535243988280283,-0.11847454490905554,-1.3901077476283545,-0.3081105186165196,-0.47464036136567495,-1.5155120108223772,-0.8039191219388035,0.5009305863381481
gene_0068,0.3762983764916762,1.361176260594244,0.4352521462423423,1.298602465163355,1.9123619500703328,2.141638582836089,1.0570318886916024,1.016080107556421,0.8434677519418096,0.3848792730231223,1.0826788802610994,0.6147562882854551
gene_0069,-0.3734823916970694,0.2689249079456624,-1.2751174138603034,-0.5802880139685191,0.2301906507849599,0.8530002291018978,-0.6680845296728243,-0.4951791507566467,0.28519184206027315,-0.3604406263447192,-0.2115284496407289,0.6155768514002845
gene_0070,0.905633632581908,0.6943499489487128,0.04729333555941537,0.02115182030778584,1.8660507196726372,1.9017349096514728,0.5479321002908197,0.4811441509551073,1.6900639564608526,0.48234412241812763,0.863769869684684,0.7120733868447517
gene_0071,3.496825918723456,4.14950488678394,2.106055591684849,2.8906731151272567,4.134270765873598,4.03395861195251,3.772440755992002,2.7692953319406586,4.624167509420346,2.149725961771737,3.4126918449270356,0.8845938709151888
gene_0072,2.8951260198587674,3.528609006630983,2.339566523191979,2.599462755703526,-0.9155655288567217,4.066550007850517,2.561254266702346,2.9870838975919938,3.425262827591072,3.749234336279935,2.7236584112544397,1.395525758974495
gene_0073,0.0003304878295430358,0.4909524101248675,0.01377439981019371,-0.004738739376824425,0.8655020552154394,1.650127022194057,-0.2299994374849487,0.47367868755716347,1.4598791125986288,0.2689794188711728,0.4988485417339293,0.641667019956131
gene_0074,0.3333568796881732,-0.17088440292598145,-1.2498915313610297,-0.25614018723737436,3.711037316798338,0.5253820799399516,-0.43810756614683277,0.5941152942653065,0.7673476269319843,-0.574018572251892,0.32421969377006443,1.3428012199476642
gene_0075,-0.6140746567235719,0.03190486068433085,-1.5120846007648003,-0.7954013585152468,-0.7085592031307082,2.1431947226961636,-2.9925351461460448,-1.7787178297330204,-0.7228492256920562,-1.3472876493511912,-0.8296410086676145,1.3319269761504062
gene_0076,-0.9679907876075127,-1.066091214419827,-1.0805314459917923,-1.6112786995873236,-0.18240521892728206,-0.07737910657930011,-1.2759774023477795,-0.749183814780504,0.2810900780726199,-1.30439487511771,-0.8034142487286411,0.6138847953047696
gene_0077,-0.28773605276666037,-0.565919112721327,-1.7619420550569422,-0.9399945970821328,0.1956304645354005,0.39000855155974884,-0.5267048800924032,-0.6095972141514454,0.3878320286573089,-0.26300940966741226,-0.3981432276785865,0.6553114784290799
gene_0078,-0.5104315007712394,0.8072187603343716,-0.9671255592444443,-0.244344152689616,1.0534286536634165,1.2106265525304039,0.6318795519559822,-0.36252174884407373,0.31063330843762393,-0.32448234186324854,0.16048815235091757,0.7421753381461
gene_0079,-0.31481627956075847,-0.5676697571522568,-1.3405806038391868,-0.6576562400798569,-0.32824232319767715,0.05168189647578547,-1.0750996262003003,-0.9358527078599839,0.44383245192034926,-0.8895357818483401,-0.5613938971342225,0.5405480698086476
gene_0080,0.05841821418280713,0.8712718255073115,-0.6611600630358787,-1.9651161385706986,0.5830770863690543,0.9979190038621493,-2.1560639514722375,0.17918020532843487,1.1222417925608135,-0.4198976853713547,-0.1390129710639599,1.1700130355562177
gene_0081,1.3069165131829106,1.3441656103464872,0.013646893396222715,0.48512488299053924,1.694835380983303,1.695016888465639,0.39133216711050134,0.45872862703546946,2.1036368497522617,0.3683315252104443,0.9861735338473776,0.7222680411074929
gene_0082,-1.9411103736296775,-1.5898280453002038,-0.9462345094227814,-1.091627941951038,-0.7987623453139866,-0.9668762034689745,-1.3949204456012332,-1.3214101699601986,-0.9687739961025907,-1.5977237526405723,-1.2617267783391255,0.3680236079624768
gene_0083,-1.7365812622047838,-2.1189968065769906,-2.3235410368955627,-1.6333979192303794,-1.4627780960538386,-1.0253469186557809,-2.319973450786034,0.77050616021905,-0.14240002366961768,-1.3310577682142761,-1.3323567122068214,0.9876996135705326
gene_0084,1.5897704234594272,1.9979051485946786,0.7805848010408989,1.0854521704416804,1.7838960392345202,4.342378169336575,1.2710463345564622,1.1113699321656503,2.4648505905412352,0.4395364362494708,1.68667900456206,1.1063237044492413
gene_0085,0.7718287013599168,1.8467335990572888,0.7220180726164084,0.7821534918506601,1.6781885904481912,2.101667959976265,0.24521875490283085,0.8003912074878922,2.3147863294786264,0.5544171449206015,1.181740385209868,0.7283019013334747
gene_0086,-0.1956141581786131,0.05719209564930901,-1.2658843844266134,-0.9330507961968262,0.03812555886806751,1.338387004378847,-0.733180486786537,-0.4397899252064603,-0.1680934045781861,-1.44527074517132,-0.37471792416483324,0.7993895397640022
gene_0087,-2.5797239492697304,-3.057347901361195,-2.859912518222288,-3.4291461042353513,-2.290927349134124,-1.8798523218852314,-3.8581487690761493,-3.1119172378928526,-3.0739675305285927,-3.5587014138130537,-2.9699645095418568,0.596170035721922
gene_0088,-0.3019584415743661,-0.14824350214318535,-0.7499384140548123,-0.25241542941774947,0.5163856944235564,1.059485570402665,-1.2692256980631758,-0.48190143032687377,1.0422891767226128,-1.0658620327465833,-0.16513845067779123,0.8111257234076231
gene_0089,1.6198886987811574,2.513389098088724,1.3964370470411895,1.6361118406638826,-2.2522163592505144,3.397723140473193,1.4836660376832815,1.5499899525054899,3.341314075312949,1.0806094955553225,1.5766913026854676,1.5727307942589706
gene_0090,1.0102415046526576,0.9376068854156574,-0.08504702158389177,0.21551795769377885,1.5804486875091595,0.6895640537813557,-0.33855227638636926,0.6944436135895631,1.968159185404355,-0.6853822346907668,0.5987000355385499,0.8355001051181303
gene_0091,-1.54553651738542,-0.40294963878700296,-1.248642954603498,-0.9615492729751589,3.072660138548402,-3.532197806791515,-1.2259566919811875,-0.923277253368143,0.05371591518251015,-2.02580161975524,-0.8739535701916253,1.6923559946804585
gene_0092,-0.48458928809916113,-0.00609497869665393,-1.4071138447426108,-0.8366306873662552,-0.09995119861850654,0.20486965323756148,-0.6869896528229025,-0.4546710683403248,0.6900597185202085,-0.6831916030718542,-0.3764302950000499,0.593610618550511
gene_0093,-0.33889080710436237,3.4951320244347497,-0.16565130199990996,-0.599195741019231,0.5279723866906026,0.0730950675554699,-0.42449726901087975,0.36362781439070146,1.6596290881186797,-0.6928490073466904,0.38983722547091293,1.2922189967290265
gene_0094,-1.820630922685488,-1.8048794278815248,-1.5377462352305962,-2.263876304634288,-0.6190904827794805,-1.401564901929882,-2.5476515430446613,-2.045067864298956,-1.4995759220277967,-1.8950981774348277,-1.7435181781947502,0.5295850512032906
gene_0095,1.0280678272793082,2.329932052482137,1.436829465402677,1.976804601920938,2.658199691397705,3.126179610739823,1.324211914847188,-0.740667458554186,1.6569155767444252,1.0964933392831082,1.5892966621543125,1.0691596013917934
gene_0096,2.37853704261564,-1.1483885485082412,1.245454285841019,1.9443612655758364,3.0318573507623503,3.199748056475902,-0.918119455189734,2.255141672806121,3.1920048600382156,1.5485482321709714,1.6729144762588082,1.572950304874864
gene_0097,-0.06980048818793189,0.1563824455950207,-0.8194224542788945,0.5199010436797143,-0.23900995970976685,0.5771779352842534,0.37501503137491027,-0.14492499805444653,0.418683007864618,-0.9819643178692052,-0.020796275430172827,0.5434664480904188
gene_0098,-0.03593903807465501,1.0776189842113808,-0.6496830160604794,0.06484875076400996,0.819430247645725,0.9293126827473551,-0.7242189834114116,0.35284191175047397,0.8469220464226197,0.06348103884597117,0.274461462484099,0.6447171702242033
gene_0099,1.050062901763573,-1.770239175480417,-2.217914456808383,-2.3353808063080987,-0.7919676656226103,-1.1620428732947088,0.8754815550343521,-1.4768276121783195,-0.9316901235557267,-2.282505313115651,-1.104302356956599,1.2210019151525389
gene_0100,1.270953635341629,0.1893908141331121,-0.7476300345866802,-0.09650404220063119,-0.16944060903336944,0.6081772945286593,-0.21386234693008893,-0.0942749681464839,-0.34114474091129493,-0.6800395938304948,-0.0274374591635643,0.6003680148080998
gene_0101,-0.22739381868255637,1.1429930427001158,-0.4054453563520242,0.496347565317596,0.6057029338815516,1.4624642898236986,0.04919796556940035,1.2320860611361228,1.6366751052426758,0.15195269514915416,0.6144580483785734,0.7242797434936111
gene_0102,-5.166627524128725,-5.051856963334445,-5.502539591396135,-5.626542637872006,-5.3225374376575605,-5.830424710026167,-6.0109528211797345,-5.918052016590281,-4.678687140606263,-2.6522646837846735,-5.1760485526575994,0.9797510139289552
gene_0103,0.8600189574695596,0.9412764768875774,1.0335829647169208,0.689107435890361,1.0867100915386123,2.037492857121976,1.0794830815978336,1.0509151284376528,1.6714114436259564,0.17869853729719645,1.0628696974583645,0.5054644240888161
gene_0104,3.0432551601016637,0.14250794754849083,-1.198557015577025,-0.3631469965401323,0.24793136395538978,1.3959201890063093,-0.022648609415262644,-0.49292557565170125,0.739477252861245,-0.8671764257425281,0.2624637290546449,1.234397123808632
gene_0105,0.3797726689490131,0.9779128952590753,0.1390131758950286,0.4367601195382889,1.7050562777407383,1.4365986109205684,-0.19038708323355813,-0.10850448306271232,1.8664533398359184,0.172209561318587,0.6814885083160948,0.7600231175197748
gene_0106,-1.8409421966727482,-1.9088431692064114,-2.1238242438017734,-1.7310160273644968,-1.7232917914124255,-0.9813719203350326,-2.2964194090668157,-2.2332854409027014,-1.8476676821394586,0.11289660372601112,-1.6573765277175856,0.7219864333436793
gene_0107,0.10315256713364779,-0.17885009071426944,-1.1687078243105598,-0.30417312093693394,0.053179876309868646,-0.6400620129050273,-0.10135182567797141,-0.7429581983933364,0.3838630364218862,-0.8807588216518866,-0.34766664147245824,0.49330626351607954
gene_0108,1.373887754518627,2.3720760585605873,1.5432565047771947,1.6036446572844836,2.5367907666286746,2.2510459023494382,1.4038013281863853,2.0566182271684625,2.424188749458067,1.6892097879979129,1.9254519736929836,0.4505488919514155
gene_0109,-3.482696925044451,-3.4808567736810803,-3.702399351571298,-3.6379756751930876,-2.83011856583093,-2.916719346204334,-3.804465292437098,-4.123456086370127,-2.0939231856954965,-3.318228103668706,-3.339083930569661,0.5852042305286095
gene_0110,1.2864045541549616,1.6917907747687757,0.9310064356250105,0.5812761428155551,1.143184202370291,2.08796545593554,0.8691362763340484,-1.0158357055193148,1.9141077624230294,0.6182168782249877,1.0107252777132885,0.8822812802745585
gene_0111,-1.7958090842309997,-2.219710075971438,-2.0658620920701787,-2.050459593899642,-1.0231589196719413,-0.7566527535974856,-1.9806753963214112,-2.0297726577131834,-0.8316049591155306,-1.8680008485397444,-1.6621706381131556,0.5616963519537247
gene_0112,0.7009142788828491,1.1000512651273822,0.2067338525847422,0.17441853352439002,1.9442043102264561,1.1574979103522232,0.33241137910764224,0.422725102031644,1.4288025406875018,-2.5924722290709914,0.48752869434538393,1.2278719917352305
gene_0113,-0.7850068568953522,0.7298784122311864,-1.2602180900002595,-2.0539537845716573,-2.044961623659327,0.6500675174971836,-0.18732367566458852,-0.15728338505879969,1.0212326646596956,-1.0080989544642194,-0.5095667775926138,1.1096903840890313
gene_0114,1.8626662145582482,-1.4225680974527886,1.285709567041331,2.856762481861934,1.8784755239599993,3.3945131116266136,1.4965725218115078,1.1514899199644906,2.2736911363411294,1.1838858917642945,1.596119827147676,1.2918413411914158
gene_0115,-1.8911122309535493,-5.973766646853565,-1.5412103370439785,-1.665117934783656,-0.5628740057325854,-0.7605438574954841,-0.6121065055363104,-1.4605642223560367,-0.14162119245875765,-1.3253212587206185,-1.5934238191934542,1.6397782747595695
gene_0116,2.2538472532015237,3.3716084257034287,-1.42183039460093,2.6199219607769977,3.823012613392767,3.978204924877551,3.2721500941134876,2.8940473083591005,3.55656872015024,3.228531158695822,2.7576062064669986,1.5594106472527252
gene_0117,-1.3003077787453905,-0.4465896418062947,-1.584761357619129,-1.1554892598846358,-0.37868414678640017,0.12401096390497932,-0.6533122305848189,-1.4266281881592267,-1.713924462288876,-0.8352265657398037,-0.9370912667709594,0.5973526721190471
gene_0118,0.337182497586646,-2.85660339657952,-0.24721922401352175,0.5377768075600264,0.4312388260589206,1.6155854270212724,-0.2664986320593634,0.5191115992994482,1.0545241683630235,-0.06467962285345993,0.1060418450383472,1.190916255956054
