	S01	S02	S03	S04	S05	S06	S07	S08
Winogradskyella sp. strain_048	77.6425927999471	46.97092614131262	37.89539239812108	58.808271005231184	59.018460048234246	56.16475030744762	89.77062713076732	116.24238564911468
Polaribacter sp. strain_049	125.68260759930959	76.03337634544798	61.342512670418664	95.19487412518976	95.53511401235444	90.91572060186213	145.31465393860282	188.16535634749246
Aurantivirga sp. strain_050	27.490669299346795	16.6308484901054	13.417502723922906	20.822060057122112	20.896481032300407	19.8860769753104	31.784804374134392	41.15757688155315
Cytophaga sp. strain_051	351.83811739793117	212.849180199041	171.72331627003416	266.49021641021216	267.442689975571	254.51107825846216	406.796415579547	526.7534307362372
Planctomyces sp. strain_052	178.87797879067654	108.21462842866161	87.30583244587481	135.48626178281452	135.9705087640199	129.39594946507384	206.81932115917272	267.8066541169674
Ruegeria sp. strain_053	141.63402773681867	85.68340154564319	69.12799874989189	107.27684362847474	107.66026617624274	102.45458730844896	163.75773959211946	212.04697936403662
Acinetobacter sp. strain_054	108.03369793705335	65.35643212803254	52.728524742768634	81.82718733194916	82.11964922383856	78.14893154146385	124.90892518303139	161.74234174605613
Alteromonas sp. strain_055	210.01903385220993	127.0538266639224	102.5049964445442	159.07320729049636	159.64175733688086	151.92262610952886	242.82471383829915	314.4293955974084
Vibrio sp. strain_056	47.218315033922636	28.565351928550264	23.046069329485572	35.76422897262128	35.89205536392649	34.15657280600851	54.59397477329302	70.69276524570627
Pelagibacter sp. strain_057	139.36693520819188	84.31189356429557	68.02148803358286	105.55969602933492	105.93698124974424	100.81462809015905	161.13651957976506	208.65280827171006
Roseobacter sp. strain_058	137.51415907602248	83.19103183464227	67.11719470665419	104.15636112044821	104.5286306242505	99.47437520722129	158.99433357953302	205.87892978684246
Flavobacterium sp. strain_059	27.99134520540535	16.933739083478617	13.661870013063545	21.201283410019997	21.27705978287055	20.248253665122757	32.36368754193314	41.90716238170813
Pseudomonas sp. strain_060	101.17288732279776	61.20589288133247	49.37993602334882	76.63065286074352	76.9045416065641	73.18598915172164	116.97643285817992	151.47069876598837
Shewanella sp. strain_061	49.39696922599608	29.883357954018962	24.109415523000262	37.41439135815957	37.54811566223601	35.732557897327645	57.112942083251816	73.95453113551353
Marinobacter sp. strain_062	170.41249206304704	103.09331888071439	83.17404176480905	129.07430901672964	129.5356387757034	123.27222367047818	197.03149691089484	255.13257488527492
Candidatus_Actinomarina sp. strain_063	39.39031845034278	23.82970057917869	19.22542151842855	29.83512578435808	29.9417607258263	28.493991770659377	45.54321877527918	58.973102559105975
Synechococcus sp. strain_064	65.26824718706122	39.48490007147825	31.855786226306094	49.43565934876572	49.61234935769011	47.213451716009175	75.46336708261524	97.71616952190813
Prochlorococcus sp. strain_065	100.66684572641996	60.89975624175454	49.13294987601705	76.24736541159324	76.51988423408918	72.81993105292821	116.3913458611738	150.71308003792495
Nitrosopumilus sp. strain_066	81.58485372822415	49.35584967637533	39.819510584098786	61.794229364978406	62.01509064369516	59.01648532425709	94.32868248520924	122.14453031776272
Nitrospina sp. strain_067	478.8912963716359	289.7117020492506	233.73477028011365	362.72319256047365	364.0196163358388	346.4182366297942	553.695728754401	716.970734095244
SAR86 sp. strain_068	8.822619977831755	5.337362089637569	4.306098418182454	6.6824536368761	6.706337667316689	6.382067242256717	10.200742914228552	13.20876025535563
SAR11 sp. strain_069	0.0	72.87797737423877	58.79678721831969	91.2442695049992	91.57038937485666	87.14270163252849	139.28406932460072	180.35645977635343
SAR116 sp. strain_070	35.665708432668794	21.576447876810448	17.40753325555971	27.01402118945434	27.110573105782073	0.0	41.23681213626287	53.39681332849555
Rhodobacter sp. strain_071	245.63250542547587	148.59867315319048	119.8870342057711	186.04766309098773	186.71262364142748	177.6845393373317	284.00112954189757	367.74800266131604
Bacteroides sp. strain_072	137.91493206593327	83.4334848212013	67.31280190068968	104.4599157256245	104.83327017633766	99.76428457393068	159.45770865942075	206.47894592194237
Sphingomonas sp. strain_073	53.88028585882969	32.59560038223794	26.29760935990634	40.8101576513496	40.95601890241032	38.97567936135606	62.29656786442932	80.66671580409778
Loktanella sp. strain_074	142.41470728999857	86.15568409456488	69.50902876110197	107.86814813127438	108.25368408461345	103.01931177981554	164.66036391917797	213.21577152329564
Winogradskyella sp. strain_075	302.505929911993	183.00501282609147	0.0	229.12489221980334	229.94381685405378	218.825381885507	349.75837436219757	452.8958873974893
Polaribacter sp. strain_076	572.3812571710708	346.2697056566142	279.3648635319964	433.53462160596723	435.0841354016703	414.04658487522926	661.789136106478	856.9389614001922
Aurantivirga sp. strain_077	10.095633888687995	6.107488900546088	4.927424419034359	7.646663413537681	7.673993665517288	7.302934331605089	11.67260588276962	15.114649389477123
Cytophaga sp. strain_078	28.876637457657772	17.46930848545837	14.09395884570419	21.871823957570175	21.94999693677516	20.888652401226135	33.3872654237728	43.23257514405177
Planctomyces sp. strain_079	17.4852367743477	10.577928112310655	8.534103316786897	13.243717214157417	13.291052124697455	12.648392101332668	20.216489611668635	26.17797220562671
Ruegeria sp. strain_080	59.60632844751322	36.05964651743151	29.092346410298394	45.14719293313666	45.30855535911321	43.11775834977749	68.91703757862405	89.23944408162974
Acinetobacter sp. strain_081	19.933400955333887	12.058977814285413	9.728990542314476	15.09801261348408	15.151975036936285	14.419334118828248	23.047065277945983	29.843234204176802
Alteromonas sp. strain_082	301.57568800783383	0.0	147.19149145670968	228.42030578048684	229.2367121235707	218.15246767194841	348.68282554152825	451.5031783924093
Vibrio sp. strain_083	14.677402917077202	8.879291423724704	7.163670388508028	11.11699979706287	11.156733520031906	10.617273847660664	16.970062655067235	21.97423178036233
Pelagibacter sp. strain_084	461.0434148953175	278.9143871687045	225.02366922552983	349.2047999762258	350.45290711259355	333.5075162315565	533.0599481176962	690.2498294117092
Roseobacter sp. strain_085	318.18605239142255	192.49091287538144	155.29859161259597	241.00137468789188	241.8627475431415	230.16799850981883	367.8877847502879	476.37133790151256
Flavobacterium sp. strain_086	9.784422116466507	5.919217171844461	4.775529797771067	7.410944517750985	7.4374322771989085	7.077811356582929	11.312781784226384	14.648719575176289
Pseudomonas sp. strain_087	46.40342532111789	28.07237348549274	22.64834220170283	35.1470129145039	35.27263328869002	33.567101542913115	53.6517965445291	69.47275544385163
Shewanella sp. strain_088	13.864540058104676	8.387539153032364	6.766932516989607	10.501318924275532	10.538852117094056	10.029268760993581	16.03022788152626	20.757256476923075
Marinobacter sp. strain_089	0.0	54.09124165495838	43.63994913894959	67.72300781730654	67.9650593852083	64.67875622104242	103.37894277491463	133.86355112050632
Candidatus_Actinomarina sp. strain_090	410.61040427923456	248.4042621032561	200.40858801566623	311.00568723456155	312.1172653621097	297.0255113633846	474.74913149203735	614.7441918734867
Synechococcus sp. strain_091	756.4692779798252	457.6362187660825	369.2135861566481	572.9670880671497	575.0149531353536	547.2113511518515	874.6323253833164	1132.5458150168588
Prochlorococcus sp. strain_092	7.8983774729102425	4.77822921076545	3.8549989490384142	5.98241127940327	6.00379325986579	5.713492847192439	9.132130619151102	11.825033233678123
Nitrosopumilus sp. strain_093	33.46351964974998	20.244204285483896	16.332700421493072	25.346033167927864	25.436623460150816	24.206690654692505	38.69063405315411	50.09981269334446
Nitrospina sp. strain_094	155.18978676548957	93.88413948037079	75.74422302990084	117.54428475700223	117.96440458540792	112.26049143422863	179.43095380809524	232.34194520626835
SAR86 sp. strain_095	443.91889160305357	268.55467750729986	216.66562106679356	336.23429538216055	337.4360441083711	321.1200554299547	513.2605166481302	664.6118983636627
SAR11 sp. strain_096	16.58879512381724	10.035613732553214	8.09657274389116	12.564731858006247	12.609639979256563	11.999928163543176	19.180020758012386	24.835867153553256
SAR116 sp. strain_097	27.248876463293296	16.484572676351597	13.299489735550521	20.638920647205765	20.712687056340055	19.711169958770327	31.50524268324423	40.79557742890551
Rhodobacter sp. strain_098	14.293894861506036	8.647283090370284	0.0	10.826522047011048	10.86521756159114	10.339853511666115	16.526649350374655	21.400063792308277
Bacteroides sp. strain_099	65.395382074356	39.56181202387136	31.917837560088056	49.53195421266233	49.70898839299225	47.30541798017909	0.0	97.90650915464624
Sphingomonas sp. strain_100	52.24299525734723	0.0	25.498489088732505	39.570036399160244	39.71146528220964	37.791303434473626	60.403526960075446	78.21545086492222
Loktanella sp. strain_101	27.633515573922207	16.71726525660792	13.487222389797441	20.93025508416047	21.005062763603352	19.989408472296194	31.949963717601566	41.37143877280294
Winogradskyella sp. strain_102	106.17688118237082	64.23312596968637	51.822259289843835	80.42079196339448	80.70822720016297	76.80575577114749	122.76206740144943	158.96241385475457
Polaribacter sp. strain_103	337.8537828598619	204.38916977131728	164.8979150870498	255.89816241400467	0.0	244.3951531042083	390.62768091707204	505.81682429640705
Aurantivirga sp. strain_104	208.8417320268719	126.34160216072392	101.93038510000602	158.18149203083442	158.74685496129365	151.07099479903178	241.46351350518944	312.6668015382563
Cytophaga sp. strain_105	51.12988495407848	30.93170852730034	24.95520800803179	38.7269412626801	38.865356804972	36.98610669910933	59.11654508084302	76.54896095936284
Planctomyces sp. strain_106	14.27478654000636	8.635723255420434	6.9671634836662335	10.812048968399372	10.850692754158146	10.326031019820833	16.504556244740456	21.371455823450315
Ruegeria sp. strain_107	37.22512312276477	22.51983667399943	18.16864425741463	28.195157449818446	28.29593091348941	26.927742492333444	43.0398126497509	55.73148656976776
Acinetobacter sp. strain_108	993.1654443331826	600.8287339408587	484.73901852084816	752.2461640850362	754.9347978202073	718.4315616388905	1148.3012296114064	1486.914803206196
Alteromonas sp. strain_109	7.961399440710381	4.81635519404434	3.8857583829182376	6.030145555501221	6.051698144989309	5.759081395407192	9.204996830445856	11.919386392443256
Vibrio sp. strain_110	11.855097056572697	7.171899703003584	5.786174040248418	8.97932095457689	9.011414312296791	8.575686901241871	13.706903119615681	17.748824636865383
Pelagibacter sp. strain_111	330.87016742644187	200.16433810491878	161.48938843095382	250.60861277128384	251.50432324850624	239.34337671554627	382.5532012469567	495.36132443271276
Roseobacter sp. strain_112	126.05435172559133	76.25826793226085	61.52395160785137	0.0	95.81768785583303	91.18463119948565	145.744465748655	188.72191200247136
Flavobacterium sp. strain_113	2930.3058713330865	1772.7277733818146	1430.2084311738888	2219.4805144334864	2227.413250378932	2119.711509530922	3388.0295114863816	4387.099050684946
Pseudomonas sp. strain_114	71.90956514852358	43.50265429888517	35.09724611467908	54.4659450775784	54.66061403615218	52.01761849569141	83.14208126352177	107.65919970488814
Shewanella sp. strain_115	38.34918177266741	23.199851005297187	18.717268950130865	29.04654511379782	29.150361556887454	27.740858993547857	44.33945304421223	57.41436776116319
Marinobacter sp. strain_116	11.742574086174333	7.103827425389147	5.731254414778992	8.894093489871395	8.925882232629187	8.494290539935907	13.57680368250254	17.58036119369918
Candidatus_Actinomarina sp. strain_117	326.6864135263345	197.6333201629792	159.44740361277232	247.4397421256235	248.3241266128614	236.31695159663263	377.71593090564875	489.09762925228074
Synechococcus sp. strain_118	1456.5246527126349	881.1440913860465	710.8929681714588	1103.204998875092	1107.1480089140903	1053.6142661673548	1684.0387059501368	2180.631716206421
Prochlorococcus sp. strain_119	24.910085509214998	15.069689772491945	12.157984825090686	18.86746702501151	18.934902009412365	18.019345855271116	28.801124710054683	37.294063244067324
Nitrosopumilus sp. strain_120	30.6885468556172	18.565447337049637	14.978306149798376	23.244205469695515	23.327283533708094	22.19934328938744	35.482201168358856	45.94527011473026
