,baseMean,log2FoldChange,pvalue,padj
gene_00224,38.43713616099584,-0.5483715768184094,0.00601731936640104,0.10286016010941948
gene_00529,8.087173865762328,-1.7589481945378704,0.006362410187196389,0.10677954252414566
gene_01035,300.56130052430393,1.6760283246254302,0.00640677255144874,0.10677954252414566
gene_00499,67.26867416338435,-0.8059994489615924,0.006374328538133134,0.10677954252414566
gene_01726,22.455992107260517,-0.5991044396832393,0.006519617145220807,0.10776226686315384
gene_00028,15.111175359006683,-1.0119411807671055,0.006613538099603918,0.10841865737055603
gene_01190,44.10588803793125,1.1052153068076054,0.006798577374959174,0.11054597357657193
gene_01632,35.14270449982922,1.5939769880628365,0.007077494474249334,0.1114566058936903
gene_01497,28.650008760428626,1.3228180758953416,0.006978181983827448,0.1114566058936903
gene_01657,21.392180810026673,-0.7771182623876212,0.007059075317112134,0.1114566058936903
gene_00175,6.110915707570988,-0.8232403848846763,0.007002126139308679,0.1114566058936903
gene_01014,10.523199511193349,1.9209839544398333,0.007430791092872532,0.1152060634553881
gene_00090,40.94637721294292,-0.9672400355791937,0.007380932726194674,0.1152060634553881
gene_01086,11.709003508892039,-1.4852762433918145,0.007731157114240328,0.11894087868062043
gene_01745,82.53007439267807,-1.0820631742810616,0.008646691140115324,0.13201055175748586
gene_01437,9.78775278827187,-2.0711298742773194,0.008806108271018931,0.13342588289422624
gene_00463,7.31252035235128,0.8378858805494391,0.009212883386674555,0.13853959979961736
gene_00567,92.91302037312907,1.4595303460265314,0.009431298708320742,0.14076565236299615
gene_01340,63.35931113479565,0.6266862365411539,0.009682952223845858,0.14165181386849815
gene_01130,17.128746920820213,-2.336763917947643,0.009719189537876089,0.14165181386849815
gene_01142,112.1095684109351,0.8589896052093464,0.009844801063860622,0.14165181386849815
gene_00462,14.80366587206558,1.4161645151562476,0.00982259945845439,0.14165181386849815
gene_00649,53.74876712961827,-1.6177878106990093,0.009611812180887974,0.14165181386849815
gene_01349,12.7429328031281,-1.4190248781499082,0.010208299908386434,0.143506953204659
gene_01361,145.79312830513868,-0.6358791769733745,0.010140165308967442,0.143506953204659
gene_01065,9.93810045042569,-0.8096909263709651,0.010417595094548726,0.143506953204659
gene_01913,91.55027598113111,-0.6746846359098391,0.010468912470298807,0.143506953204659
gene_01710,138.56542301999755,1.4043766632844252,0.01039688652561899,0.143506953204659
gene_00505,90.17362845052313,1.2925890269423221,0.010476007583940107,0.143506953204659
gene_01552,34.884755144170015,1.2643034645827198,0.010388664087738595,0.143506953204659
gene_00984,44.99522949220139,-0.8798076037870438,0.010953942015297171,0.14802624344996176
gene_00467,9.311071937581085,1.3267389355246122,0.010890735710487006,0.14802624344996176
gene_00030,17.34470407350385,-1.0857268821050916,0.011297227939515047,0.1506297058602006
gene_01170,14.77329857074148,-0.9786808945953115,0.011255500209148905,0.1506297058602006
gene_00822,11.949633808530361,-0.5877203549552529,0.011506410495587947,0.1524027880210324
gene_00291,2.5669381190739657,-1.5588595882976075,0.011761382898561087,0.1547550381389617
gene_01040,28.35747504151353,1.1322755100434498,0.011906918081002001,0.15564598798695425
gene_00622,52.26916563760494,0.8555255956715723,0.012060344025429343,0.15662784448609537
gene_01016,4.35848202359149,1.7756375924845011,0.012476640985604892,0.15995693571288322
gene_00100,2.9859403355366267,-1.8389818066539616,0.012406623234939133,0.15995693571288322
gene_00310,4.414322069568246,-1.4097202383993537,0.012670523184857794,0.16140793866060885
gene_00215,56.59895596539049,1.0147314249902475,0.01305039964550817,0.16442090875626836
gene_01508,28.33526739481013,-1.7575921521851723,0.013071462246123336,0.16442090875626836
gene_00200,105.94287384481304,0.587376332466482,0.013224343638565637,0.16530429548207046
gene_00913,39.6050427692736,0.6086344455536423,0.013397420649050203,0.16642758570248697
gene_01952,20.66878101287986,-0.6625026758429646,0.01372963446634539,0.16950166007833814
gene_00217,14.23207718450941,-1.2746361737627714,0.014406146949406872,0.17676253925652605
gene_01639,28.162967815456092,1.1024345625830343,0.015361639808817875,0.1873370708392424
gene_01062,31.063357637538605,1.6180833285177616,0.015798502600151088,0.19149700121395258
gene_00383,37.65089626918605,0.7880321861153556,0.015949028070979743,0.19215696471059932
gene_00839,8.563646748689036,-1.7764979608671014,0.016053687879235983,0.19225973508067046
gene_01660,1.8019041168152565,-1.1911875297689625,0.016186171817338786,0.19269252163498554
gene_00318,17.689236139930586,-0.6209168475680412,0.016515973932623034,0.19430557567791804
gene_01845,74.97572178970591,-0.7467651184065566,0.01650102782964945,0.19430557567791804
gene_00042,24.122963318170292,-0.7031156168168944,0.016846272484101064,0.19703242671463234
gene_00123,21.8821777175707,-0.7619098008102301,0.017396619267889477,0.19768885531692587
gene_01754,20.06799769084943,-0.4996515916485989,0.017306634385367854,0.19768885531692587
gene_01870,4.902047676929632,-1.9249209825176627,0.01711301305045346,0.19768885531692587
gene_00129,2.0173071049886824,-1.4884047464340626,0.01737564997310332,0.19768885531692587
gene_00869,3.0400924712628705,-1.1858473170165136,0.01715023286639235,0.19768885531692587
gene_00313,16.170141607501986,-0.9533877075256615,0.0180291323363286,0.20257452063290562
gene_00751,22.465528285491676,-0.6659039862375855,0.017985298505884442,0.20257452063290562
gene_00306,98.1599189210727,-0.410430814625805,0.018218088035516247,0.20355405626275136
gene_00766,57.05671290806659,-0.6976325078788005,0.018724132631668534,0.20693563179144622
gene_00586,4.4377673383437966,-0.6752062874841546,0.018727674677125883,0.20693563179144622
gene_01180,30.73565385155007,-0.5834132481423988,0.01900548680187957,0.20874432678016341
gene_01221,8.333394444790013,1.1022217003457286,0.019100105900384953,0.20874432678016341
gene_01452,88.95169479607593,-0.879384803365084,0.019597653359209502,0.2118665228022649
gene_00777,39.42108701823996,-0.980275381691719,0.019502222628843387,0.2118665228022649
gene_00162,29.355414248700633,-0.8714204145424572,0.020178908988975744,0.21682202715752044
gene_00787,15.835239448528966,-0.5471900618438571,0.020272859539228163,0.21682202715752044
gene_01316,28.279317506831013,-1.6252463067105036,0.0208553395040584,0.2206914233233693
gene_01098,170.37508159958918,0.39587652726842276,0.02082473790416831,0.2206914233233693
gene_01970,36.97876220028041,0.8153616063204835,0.0209873857609631,0.22091985011540105
gene_01890,6.304258732343837,-0.8194151892754992,0.021385566760029357,0.22161209077750627
gene_00615,31.165691618141654,-0.8661008765515704,0.021301642780570246,0.22161209077750627
gene_01263,8.275094441569783,-1.5808104954021989,0.02131463202538019,0.22161209077750627
gene_01559,7.762205971781566,0.9163628100493018,0.021978696129006034,0.22313397085285316
gene_00269,6.349853850657303,-1.2391406712720423,0.021942117456811322,0.22313397085285316
gene_00988,25.3279494854333,-0.8483866788729776,0.021772020401327155,0.22313397085285316
gene_01436,7.9325786247249495,-1.7417205374311902,0.021716359619214934,0.22313397085285316
gene_01720,102.01957928378958,1.1158584167548589,0.022236732196830436,0.22461345653364076
gene_00309,20.58157402709812,-0.7980834943582709,0.02282772896800304,0.22942441173872402
gene_00205,133.07437460418288,-1.0447897647225861,0.023284687440323148,0.23225237061299694
gene_00268,59.08226063396245,-0.4633788455632283,0.023341363246606194,0.23225237061299694
gene_00356,28.547567670256193,0.6813225669432935,0.023482348586190527,0.23249850085337154
gene_00223,2.8565452560798876,-1.9707774104464721,0.023725670483302694,0.2337504481113566
gene_01790,11.008489680587079,0.6373961399842746,0.024243474758862214,0.23768112508688444
gene_00487,4.063620692764616,-0.7753178478704521,0.024409008843316902,0.2381366716421161
gene_01304,34.47262496839626,1.0824539791488832,0.02490371086149606,0.24178360059704915
gene_01616,63.90120125448,-0.5539721852833174,0.02513818746062088,0.2428810382668684
gene_01321,108.85847169553381,0.629519915658737,0.02562831711641297,0.24642612611935547
gene_00550,7.512933276075435,0.8005063903195864,0.025851783535585166,0.24738548837880542
gene_00071,82.69915836475775,1.7523473053058836,0.0262296644645602,0.2486224119863526
gene_00144,12.143399344223635,0.8803382319867994,0.026153044315932204,0.2486224119863526
gene_00931,82.33410253073315,-0.43092715607439774,0.026442763409920775,0.24912747616052786
gene_01583,54.31624243553169,-0.3355176280620482,0.02653207621109622,0.24912747616052786
gene_00788,8.318803614514016,0.8399948635598836,0.02673508049286945,0.2498605653539201
gene_00080,105.06660957409758,0.34953874126025053,0.02702903841784564,0.25143291551484315
gene_01928,17.56924954766558,-0.5095514764537453,0.027674456597681665,0.2538940972264373
gene_01690,3.688929528363218,-1.5253165056449078,0.02745332195642872,0.2538940972264373
gene_01485,12.189975378413001,-0.48722065805317977,0.02758182851972976,0.2538940972264373
gene_00805,48.55448258251813,-0.5681627360983288,0.02812990505844013,0.25689411012274094
gene_01740,212.0493592973008,-0.4655166034056199,0.0291321264657991,0.26483751332544636
gene_01613,13.13485726414091,-0.6750453573254109,0.029441376970668322,0.26484963246209836
gene_00257,76.39761476053945,-0.4877283142456205,0.029419762642800093,0.26484963246209836
gene_00040,33.45440068364908,0.9434179591524934,0.029530734019523965,0.26484963246209836
gene_01627,10.350455275036929,0.6948211609326076,0.030527661807826265,0.2725684089984488
gene_00735,25.502962262551293,-0.7629263451126621,0.030868143204081124,0.2740762798018913
gene_00920,3.005841933354058,-1.1978790055377926,0.031097349491023024,0.2740762798018913
gene_00430,10.269846751691762,-1.162343313751627,0.031107657757514666,0.2740762798018913
gene_01467,71.77153750280334,-0.46855608178163044,0.03219044333985403,0.2799168986074264
gene_00650,16.386521830678824,-1.1060837633467633,0.032024842878949744,0.2799168986074264
gene_01712,101.01664469668769,-0.45259963910987727,0.032180355556524605,0.2799168986074264
gene_00776,15.682007708880551,-0.6101937216449811,0.0328804901629286,0.2846795685102044
gene_00987,66.80795946776149,-0.71818454820776,0.03335926134756383,0.28634559096621315
gene_00595,73.80457631100809,0.7914595078175263,0.033245705732942665,0.28634559096621315
gene_01912,176.96954719484293,-0.5560577381575543,0.03403833210785893,0.2909259154517857
gene_00780,4.519347263739283,0.5803755689708712,0.034930663218311474,0.2972822401558423
gene_00926,11.374436197694306,-1.377748670243345,0.03547120704679832,0.3006034495491383
gene_00232,12.015686865383294,0.5878071551925864,0.03586674789787381,0.3026729780411292
gene_01789,70.33448262633166,-0.5522394397116713,0.03660101254430306,0.30757153398574
gene_00283,12.534338779373757,-0.6337658568582314,0.037254838172336616,0.31175596796934407
gene_00801,42.812933915650476,-0.7053461811795948,0.037937230486188495,0.31614358738490417
gene_01655,48.38988778024936,-0.7322426670166766,0.039049373637883536,0.324061192015631
gene_00428,8.268718470578577,-0.9909066635334015,0.03951273171876543,0.32655150180797876
gene_01326,127.43527310187628,-0.5578176674946056,0.04025757181680423,0.33116878564182844
gene_00838,7.886804852667089,0.658528587329501,0.04049118703448379,0.33116878564182844
gene_01806,30.53043497674483,0.7945611848569514,0.040568176241123986,0.33116878564182844
gene_00895,8.382313422023781,-0.7627514266321036,0.04083162057121537,0.3319643948879299
gene_01748,3.802210633661171,0.7253280550757879,0.041326937721540564,0.3346310746683447
gene_00847,50.978542198702016,0.4560047738518682,0.041889958273100616,0.33782224413790823
gene_00810,40.84064741094299,-0.5360816282150126,0.042730071269742216,0.34321342385335113
gene_00190,10.785917379631211,-0.5606627279323662,0.04328589103998665,0.3459434991814261
gene_01945,13.843808878326564,-0.5263480326761094,0.04341590914726898,0.3459434991814261
gene_01456,1.1420783208068068,-0.8981287360855955,0.04509839601001087,0.3565090593676749
gene_01881,82.02994251425439,1.0107329148233684,0.04493574183343276,0.3565090593676749
gene_00368,4.905130978115421,-1.1092845797642312,0.046540311124286596,0.36645914271091806
gene_01535,2.6605432475026363,-0.982305495521879,0.046893576473757026,0.3677927566569178
gene_00403,16.95130521347595,-0.6140410486440862,0.04727899066007163,0.36792988840522667
gene_01847,124.32082450481701,-0.32217168523312145,0.047262426569001245,0.36792988840522667
gene_00360,24.17860327899728,-0.5748215702253212,0.047479210874086054,0.36805589824872914
gene_01629,104.688996579484,-0.4560791456465232,0.04820626846462779,0.37224917733303314
gene_01045,16.701982754500406,0.7241392692844995,0.048716452580975705,0.37474194293058233
gene_01750,78.25781084836217,-0.9760151946033097,0.049473474783235,0.3776601128491221
gene_00120,30.169509539783114,-0.7015401427278634,0.04929657160606694,0.3776601128491221
gene_00364,24.158363070798476,0.6903335245003922,0.05040329237577393,0.3818431240588934
gene_01423,10.34599390433393,-1.1926686545183045,0.05033468530462305,0.3818431240588934
gene_00915,34.56668343271043,0.492979795659651,0.05110413297808683,0.3842416013389987
gene_01676,4.475435001069135,-1.5426172092603376,0.051084720007078165,0.3842416013389987
gene_01063,6.635472127822238,0.8225433527228884,0.0524167874545262,0.39010892980701756
gene_00904,19.265792274265053,-0.7536579978421905,0.05245602664699488,0.39010892980701756
gene_00715,48.183592653377985,-0.6858123513216972,0.05291941121455915,0.39010892980701756
gene_00531,12.306768968910976,-1.1654006461964452,0.052970163372973215,0.39010892980701756
gene_00697,76.61003482354013,0.5469616503242829,0.05305481445375439,0.39010892980701756
gene_00298,17.241362561531595,0.72220975551418,0.052497171767173535,0.39010892980701756
gene_01571,21.636192505247774,0.8675523957942328,0.05388541724340351,0.3943222529645542
gene_00602,42.42303713385548,-0.3878985137523901,0.05402214865614392,0.3943222529645542
gene_00419,166.98420660869874,0.9035090371871551,0.055064177416155644,0.39757630535972577
gene_00784,21.8771631174736,-1.2774402433619763,0.05506431829232202,0.39757630535972577
gene_00460,1.2263562571158275,-1.5121136307057683,0.05500401799585719,0.39757630535972577
gene_00450,49.140352794400094,-0.48327923085493946,0.05555759277150051,0.39969491202518354
gene_01008,13.122299057240994,0.4703959427706512,0.056612856739417634,0.40483397330530535
gene_00634,83.03162483735002,-0.6451851675435598,0.05667675626274275,0.40483397330530535
gene_01038,6.597780029599052,0.8315903659044385,0.057132173974830405,0.4066346902123161
gene_00416,7.641091535317729,0.5691286056359268,0.05812284928238055,0.4093158400167644
gene_00892,8.60162319153226,0.3701616620701605,0.05805050519617326,0.4093158400167644
gene_01810,72.61922716729423,-0.4986507676772147,0.05786567101688738,0.4093158400167644
gene_00206,81.5895024899106,0.5154645364378192,0.05924266543005361,0.41470811251303963
gene_00969,28.767087908357485,0.5786629374856758,0.05947302084640951,0.41470811251303963
gene_01994,321.41592292345644,-0.7732474471621809,0.059510614145621185,0.41470811251303963
gene_01372,50.39054471803987,-0.6651948727714434,0.05997033282949916,0.4164606446492997
gene_01934,14.914729616076432,0.9283288987037068,0.06037361133282103,0.41781045905066455
gene_01018,12.717911635734598,-0.5406110997205433,0.06068766226081158,0.41853560179870053
gene_01966,12.79763309075707,0.8414635345789339,0.061136896613956125,0.4201848564533067
gene_00059,86.35603721731161,-0.6435990851790245,0.06183113081546731,0.42350089599635143
gene_01335,10.215777461522148,-0.8467776263556845,0.06261438669667597,0.42740195697389743
gene_00638,45.051916189025974,0.7850982525740219,0.06335376624813031,0.4309780016879613
gene_01604,37.050852795849735,0.6479174746134517,0.06377585899605998,0.4323787050580337
gene_00099,2.329776946602057,-0.953445582681506,0.06406733781124949,0.43288741764357763
gene_00918,38.02741696524312,-0.5154272884311447,0.06446441551396372,0.43410380817483984
gene_01156,25.41604875495167,-0.5836078000359781,0.06480171507044934,0.43491083939898884
gene_00189,34.96443565162629,0.7245173985564156,0.06577986566911578,0.4399991014656574
gene_01363,8.271074486221764,-0.628804471789918,0.06713032297665208,0.4475354865110139
gene_01024,7.443396950873236,-0.5351750613779482,0.06794106161493921,0.45143562534843323
gene_01625,20.57834523676889,-0.515983016910717,0.06840274482588232,0.45299831010518093
gene_00198,51.37547920838565,0.6238247629045288,0.06866192787405818,0.45321404537332133
gene_01447,7.472225608308814,-0.6194584736899618,0.06890881724931769,0.45334748190340585
gene_00556,5.393723242570859,0.8376009182986068,0.06988420902438917,0.45493613327101273
gene_00506,14.188117232151829,-0.5891270126898985,0.06993376968429928,0.45493613327101273
gene_00760,20.994648977145225,-0.49168466736375765,0.07030210629376425,0.45493613327101273
gene_00569,68.93467320663959,-0.4459031945597775,0.07089447440111757,0.45493613327101273
gene_00118,10.189933478470405,-0.9648756217164167,0.06982494899137377,0.45493613327101273
gene_00943,12.083471093268106,-0.3893159023789264,0.07075794873040436,0.45493613327101273
gene_01220,6.869873422383693,-0.704202416196287,0.07077241398125518,0.45493613327101273
gene_01097,9.109912584072067,-0.867134690729899,0.07097003679027798,0.45493613327101273
gene_01606,39.56569904459787,-0.7435860994515928,0.07209944410563451,0.4597677569397422
gene_00231,24.982531806283458,-0.6571914098595224,0.07218353783953953,0.4597677569397422
gene_00425,3.739094360002555,-0.5955812327893424,0.07259719785675127,0.4609345895666747
gene_00684,10.320746987936882,-0.5342147107145295,0.07317553571942653,0.46313630202168693
gene_00603,25.46477596768954,-0.8765104101888828,0.07358439662412634,0.4642548682910179
gene_01410,76.63419837194822,0.8428827434247993,0.07409040835579214,0.46597741104271784
gene_01824,82.98360727739404,-0.6312718144533125,0.07467851305377127,0.4664691774859739
gene_00812,18.550401300875798,-0.838343603436602,0.0751015375752418,0.4664691774859739
gene_00568,70.54408002906841,0.578390977181291,0.07459838857370096,0.4664691774859739
gene_00925,135.03611827275458,1.420371167289718,0.07492096414489428,0.4664691774859739
gene_01253,10.082457440407312,-1.0020219577285419,0.07545036832033367,0.4671849431599608
gene_00823,27.223927386554458,-0.5639312557755044,0.07638434933521147,0.47150832922970043
gene_01347,5.589000746286013,0.600202276961896,0.07682201384078392,0.4727508544048242
gene_01301,22.710147327096543,-0.626210489410401,0.07732575633726786,0.47439114317342246
gene_01771,27.844373017131204,-0.734876907670256,0.07819939906377806,0.4778595164544676
gene_01844,23.214812481650217,-0.7849138155023013,0.07860789045675992,0.4778595164544676
gene_01233,72.99125597810469,-0.7480981622110385,0.07850112416654519,0.4778595164544676
gene_00250,3.078459094851569,-0.9938482531730136,0.07989218196769439,0.48419504222845083
gene_01960,62.77757674910382,-0.5267213908155763,0.08098482245778225,0.48868659146825755
gene_00180,17.537254214736397,-0.5730552667276627,0.08136631747946488,0.48868659146825755
gene_00274,75.85179604521848,0.4781795227154644,0.0812154559650996,0.48868659146825755
gene_01242,10.04414597460977,-0.7384188960393516,0.08225635874613632,0.4925530463840498
