,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10
gene_0089,7.165152279442476,10.234807150984974,8.593790867245042,6.7285344571227625,6.451171149866101,5.306182149768068,8.614354617603528,7.330910854494237,4.426892084956217,7.006357426780631
gene_0090,6.924139825369034,9.890541475640633,8.30472365053687,6.50220840868949,6.234174702360313,5.127699413909759,8.32459570311343,7.084322820251821,4.277985811411307,6.770686315869436
gene_0091,8.6181269024014,12.310257117892977,10.336469816434773,8.092970191999395,0.0,6.382188312335004,10.361203555965641,8.817498580663688,5.324592734874518,8.427131074494948
gene_0092,4.0148386945010985,5.734853660881068,4.81534554474957,3.7701893054312556,3.6147747524700047,2.9732048369832405,4.82686799918228,4.107717940483426,2.4805135949526265,3.9258614203148214
gene_0093,2.9013737837019202,0.0,3.4798701482422465,2.7245748192458557,2.6122625337771717,2.1486239483080576,3.4881969951615894,2.968494141416968,1.7925744126081442,2.8370732350838894
gene_0094,4.090897748907764,5.843497514295315,4.906569789767592,3.8416136029747614,3.6832548012307496,3.029530673627189,4.918310531174022,4.185536544441385,2.5275056493864403,4.000234846019254
gene_0095,0.8196713771908607,1.170830450707949,0.9831032364315765,0.7697236415713853,0.7379941325289106,0.6070109134741764,0.9854556662082483,0.8386336482208414,0.5064228351939124,0.8015057345784077
gene_0096,1.042237852838222,1.4887476236703054,1.250046585460027,0.9787277411339657,0.9383826756647105,0.7718334063059282,1.2530377736698604,1.0663489749210193,0.6439325113311193,1.0191396687626533
gene_0097,1.1803169959442839,1.6859818688263293,1.4156569218078578,1.1083928530485743,1.0627027388906898,0.8740884674449312,0.0,1.207622439810206,0.7292428357840317,1.1541586874875336
gene_0098,1.6343347286996566,2.3345073650967647,1.960199911705627,1.534744427983557,1.4714792707562458,1.2103131135193312,1.9648903983906914,1.6721434151338745,1.0097515296928954,1.5981144318626168
gene_0099,0.0,9.438734789522261,7.925358205184961,6.205183090023533,5.949393346365447,4.893462604396796,0.0,6.760706117901011,4.082564499294524,6.461396743134305
gene_0100,0.0,2.558877440603033,2.1485952060501115,1.6822490914247115,1.612903504417553,1.3266366037454171,2.153736496561038,1.8328535289335566,1.1067989969003393,1.751709601921037
gene_0101,3.0353298521158445,4.335709063039015,3.6405353221912367,2.8503681013579163,2.7328703715729983,2.247825650009557,3.6492466186020125,3.105549148437338,1.8753373513240252,2.9680605551282944
gene_0102,16.2437944066347,23.202870876749977,19.482596681393268,15.253957783010861,14.625159906384013,12.029406851865836,19.52921583476576,16.619578215445397,10.036007901004796,0.0
gene_0103,3.1025324095892923,4.431702168135624,3.7211371994643554,2.913475584064767,2.7933764408178603,2.297592772462413,3.7300413649952056,3.1743063693334452,1.9168575393347638,3.033773762508917
gene_0104,0.0,13.231009596775486,11.109591784175244,8.698288366465041,8.339727963130711,6.859547611413824,11.136175497412346,9.47700825604557,5.722848588730692,9.057442996691186
gene_0105,1.7417057957250703,2.4878777502250062,2.0889793792204685,1.6355727001545912,1.5681512049888264,1.289827186219002,2.093978017321152,1.7819984035579979,1.0760892861327476,1.7031059300940268
gene_0106,3.607608536342966,5.153160212889492,4.3269189660030225,3.3877742437153935,3.2481235850966903,2.6716289162222036,4.337272683333685,3.691066923130429,2.2289119689721137,0.0
gene_0107,1.7133672742472903,2.447398596264626,2.054990523496397,1.608961023139125,1.542636513178042,1.2688409809086643,2.0599078309765337,1.753004298952877,1.058580715269672,1.6753954498869996
gene_0108,3.1564550538407232,4.508726053108451,3.785811320771615,2.9641123822394397,2.841925891457923,2.337525402117215,3.7948702425102625,3.2294764596021484,1.9501729132063632,3.0865013674904067
gene_0109,10.265520883661752,14.66341850823331,12.312332826566255,9.639978090096632,9.242599400578216,7.602172507517972,12.341794532405656,10.503003361001687,6.342412746511929,10.038015338399983
gene_0110,0.7875426367784697,1.1249372932005601,0.9445684411943178,0.7395527075147617,0.7090669031907949,0.583217846387537,0.9468286625473015,0.8057616417868411,0.48657252900582204,0.7700890346643929
gene_0111,6.840811048390316,9.771513445356959,8.204780194396657,6.423957378522294,6.159149332202994,5.065989955168027,8.224413096135851,6.999066316018453,4.2265022575565565,6.689204279943353
gene_0112,5.619362693361212,8.026778948299844,6.739790853084658,5.276939558958419,5.059413823214162,4.161441495407545,6.755918238392519,5.749360984594048,3.471846969828063,5.49482579084402
gene_0113,2.445703226293187,3.493477862497045,2.9333447818565466,2.2966711366657044,2.2019978751693357,1.8111752963325514,2.940363869328104,2.5022821050077364,1.511044543420595,2.3915012961279225
gene_0114,1.0433375954764823,1.4903185119612081,1.2513656025405315,0.0,0.9393728329849641,0.7726478251108458,1.2543599469754094,1.0674741589966048,0.6446119723936248,1.0202150387897815
gene_0115,4.761735311750654,6.801731591892334,5.711163676418766,4.471572811192993,4.287245862812943,3.526322111202585,5.724829699471056,4.871893258053347,2.9419735324712057,4.656205236777427
gene_0116,2.6090598515819368,3.7268188288102078,3.1292726030332463,2.4500734146896086,2.3490766122431928,1.9321496979011614,3.1367605186232903,2.669417821148584,1.6119722171548643,2.5512375948370836
gene_0117,5.5910039399538585,7.986270894758632,6.705777731446226,5.250308882872177,5.033880915511338,4.140440307260922,6.72182372806857,5.720346180014058,3.4543258989419034,5.467095527089554
gene_0118,4.5282466016304594,6.468212941232425,5.4311203407882385,4.252312037643164,4.07702344578651,3.353411113990876,5.444116258955218,4.63300302199612,2.7977157020098335,4.427891127820716
gene_0119,21.982826759875046,31.400587698094192,26.365917775015348,20.643274776330184,19.792318747040657,16.27947019205138,26.429007761666558,22.491377296865192,13.581791145941526,21.495641058820155
gene_0120,3.4872973150571864,4.981305924252483,4.182619245021617,3.2747943423220236,3.139800935487299,2.5825319605810777,4.19262767312138,3.5679724230216316,2.154579313856112,3.410011467982957
gene_0121,1.5919905679711877,2.274022353456522,1.9094128736138436,1.4949805634615292,1.4333545502474379,1.178954976100681,1.9139818339563544,1.6288196649325828,0.9835897647139716,1.556708706843778
gene_0122,5.300272796873055,7.570986324917086,6.357078562916352,4.97729381805766,4.772120063897391,3.9251381976012154,6.372290170761657,5.4228892650137235,3.274701608213664,5.182807597946043
gene_0123,5.520560192879096,7.885648027555724,6.621288413333266,5.184157716644869,4.970456629314237,4.088272908898251,0.0,5.648272787862537,3.410803185927884,5.398212961689852
gene_0124,17.24755217700208,24.636652994052326,20.68649075419037,16.196550275273587,15.528896898579777,12.772743679346188,20.7359906592071,17.646556909978003,10.656166015662258,16.865310125485255
gene_0125,10.212310469132905,14.58741198249774,12.248512944366082,9.590010121005124,9.194691208582661,7.5627673224300285,12.277821938073462,10.448561977172226,6.3095374141075045,9.985984178631629
gene_0126,6.330338527189134,9.042347112722126,7.592526062231916,5.9445911607000905,5.699543524379365,4.687957489938192,7.610693924697492,6.476784527628331,3.9111137388537838,6.190044904036324
gene_0127,19.140098773756932,27.33999392619313,22.95638663703029,17.973772097133637,17.23285817233964,14.174276623470341,23.011318088263998,19.5828856644404,11.82545024338516,18.71591390703301
gene_0128,1.3494803616608997,1.9276172671539449,1.6185492722661796,1.2672480302613152,1.215009596018672,0.9993630738389264,1.6224222363273193,1.3806992294651512,0.8337581252781595,1.3195730370371346
gene_0129,2.3366800096723144,3.337747522990358,2.802583747509481,2.1942913907718773,2.103838421985334,1.7304377176486014,2.8092899419506554,2.3907367461727365,1.4436860287774198,2.284894263412827
gene_0130,1.7540137163858573,2.505458562115662,2.1037413398940634,1.6471306217495365,1.5792326865240505,1.298941866042124,2.1087753013204806,1.7945910555560987,1.083693567860553,1.715141081332521
gene_0131,3.000181696186271,4.285502928734788,3.598379079079042,2.8173617437742835,2.70122460039317,2.2217965426972306,3.6069895014433344,3.0695878753519295,1.853621540240448,2.9336913562989326
gene_0132,1.1182852751914365,1.5973748616911583,1.3412568791437547,1.050141115438243,1.0068522514634417,0.8281506287862155,1.3444663209436987,1.1441556777296953,0.6909173790585869,1.0935017202044162
gene_0133,0.0,11.943636961611299,10.028632364851894,7.851947931606379,7.528275330894347,6.192116012944409,10.052629492030526,8.554898646584514,0.0,8.176156941140182
gene_0134,3.547559698664049,5.067385584617065,0.0,3.33138455963401,3.1940583937219484,2.627159509546735,4.26507854677287,3.6296289161248905,2.191811609640699,3.4689383103545888
gene_0135,1.017833512339383,1.4538881107232862,1.2207763354610444,0.9558105106905993,0.9164101381361892,0.7537606744390379,1.2236974840197845,1.0413800646058804,0.6288546207881854,0.9952761798050914
gene_0136,1.6046466461437905,2.292100478572721,1.9245924098990541,1.5068654271399637,1.444749496676113,1.1883274853602832,1.9291976927678571,1.6417685287155703,0.9914091508349938,1.569084299690973
gene_0137,6.061737667776005,8.658673760158555,7.270369669382951,5.692357842092289,5.457707754880541,4.489044050272788,7.287766656254593,6.201969858099575,3.745162343520572,5.927396804904051
gene_0138,10.243150346067669,14.631464108771876,12.285501893436896,9.618970730147282,9.222458004958753,7.585605916518502,12.314899396572358,10.480115303571301,6.328591413489378,10.016140578994928
gene_0139,32.629394277698616,46.60829872993058,39.13527300067974,30.64107993104964,29.37799488307237,24.163828307015503,39.228918284423436,33.384242421790574,20.15962838351555,0.0
gene_0140,81.64210498807462,116.61876361662335,97.92048359421186,76.66713771602326,73.5067688407019,60.460387059759775,98.15479373867771,83.5308127864946,50.4414664581273,79.83274413613849
gene_0141,6.70525862976276,9.577888409991965,8.042200378671497,6.296665021861759,0.0,4.965606069937413,0.0,6.860378028831483,4.142753035528062,6.556655988165366
gene_0142,1.6469820217062257,2.3525729413547345,1.9753689111764494,1.5466210418314132,1.4828663074284418,1.2196791168891248,1.9800956951746698,1.6850832905148678,1.0175654880183225,1.6104814342415446
gene_0143,0.525416695577772,0.7505128074632778,0.6301779814100009,0.493399749602768,0.4730608500665454,0.3890994332756637,0.6316859099704366,0.5375716811762293,0.324621574007646,0.5137723559313245
gene_0144,5.79035798444134,8.271031095313226,6.944880391103613,5.437515030793039,5.213370061066083,4.2880727414491675,6.961498527248457,5.924312079359093,3.5774940895437526,5.662031466436025
gene_0145,1.9650969058805265,2.8069728430460397,2.356911784200293,1.8453511840548456,1.7692822108302788,1.45526036543065,2.3625515474079357,2.0105574418543313,1.2141084515082141,1.9215462231503297
gene_0146,2.9245054667865964,4.177405908097617,3.507613989417463,2.746296943300782,2.633089229532383,2.1657542086418338,3.51600722350316,2.9921609526715875,1.806866009041212,2.859692271393731
gene_0147,2.4022020951690797,3.4313402176095322,2.8811700884530627,2.255820803235646,2.162831472118901,1.7789603598645969,2.888064329115249,2.4577746190670036,1.4841679599860087,2.348964241612109
gene_0148,3.848531969532505,5.4972987295156885,4.615879412215714,3.6140166958674724,3.4650398823229622,2.8500457273092445,4.626924571841306,3.9375638770805317,2.377763242172163,3.7632404023428303
gene_0149,12.864388160800178,18.375678116285478,15.42938058778872,12.080480028050609,11.582499091015924,9.526774053689335,15.466300956866197,13.161992812771778,7.948087619888244,12.579286247692199
gene_0150,5.183762908860823,7.404561915709576,6.217338111842341,4.867883610777763,4.66721995865118,3.838856334504498,6.2322153401576745,5.3036840381917685,3.2027175552661364,5.068879814232366
gene_0151,3.7804680259153507,5.40007520799253,4.534244399555342,3.5501003166957914,3.4037582609024524,2.7996407019058958,4.545094217911081,3.8679253427406164,2.3357108584239237,3.696684898948124
gene_0152,1.5727550691252914,2.2465460886874413,1.8863420653655607,1.4769172046190526,1.4160357982700431,1.1647100505726053,1.890855820461782,1.6091391722115036,0.9717053728308576,1.5378995071309614
gene_0153,0.8301073167013936,1.1857372976476988,0.9956199671525762,0.0,0.7473901689656038,0.6147392901767519,0.9980023477309172,0.8493110126718539,0.5128705387759854,0.8117103917082831
gene_0154,2.7241998345889145,3.891286445894237,3.267370007781929,2.5581971938977266,2.4527433184905703,2.017417072372617,3.2751883713198318,2.7872214515939393,1.6831098928882884,2.6638258335232132
gene_0155,4.198385743262874,5.997034920112503,5.0354894984076575,3.9425516773574105,3.7800320114137285,3.1091313373280633,5.04753872680728,4.295511165191106,2.5939156477899186,4.105340680224675
gene_0156,25.956253648624845,37.07628813666976,31.131594536160314,24.374575757960038,23.369808228227157,19.22200735081965,31.206088126729668,26.556725411217016,16.03671901878324,25.381008446144993
gene_0157,5.046814119889813,7.20894228474923,6.053083507607901,4.739279973406868,4.54391761391893,3.7374383616366744,6.067567697422659,5.16356707704108,3.11810560477354,4.9349660986162185
