	S01	S02	S03	S04	S05	S06	S07	S08
Flavobacterium sp. strain_032	67.63798220806567	99.94364675013081	108.77940650532868	100.44405398053819	112.91285754451842	68.28982354254754	101.38532677934118	158.94604835062535
Pseudomonas sp. strain_033	100.02264476535504	147.79606885213073	160.86233769065896	148.53606808053885	166.97486043972705	100.98658384387002	149.92801668261788	235.0484685088037
Shewanella sp. strain_034	20.44104014409201	30.204214092045433	32.87449067279793	30.35544338587157	34.123671027791445	20.638034709138832	30.639907742121686	48.035474285518895
Marinobacter sp. strain_035	18.416813334154483	27.213163758636526	29.619009302288905	27.349417180938865	30.74448634535697	18.594300003459757	27.605711719394286	43.27863734417981
Candidatus_Actinomarina sp. strain_036	644.162048652799	951.8306451300194	1035.9795348441405	956.5963601347678	1075.3451723526616	650.369972598915	965.5607348045046	1513.7502448823238
Synechococcus sp. strain_037	126.19178891533993	0.0	202.94910427442457	187.39788568384577	210.66085977039387	127.407925491298	189.1540128547142	296.5447153743995
Prochlorococcus sp. strain_038	510.3237423592796	754.0676727709739	820.732848721808	757.843209565368	851.919441436672	515.2418386474565	764.9450455691165	1199.2365765434897
Nitrosopumilus sp. strain_039	3383.0360707084815	4998.862339709477	5440.798852126374	5023.891112822545	5647.540885309304	3415.6390945560497	5070.9705750828425	7949.974220292724
Nitrospina sp. strain_040	16.291846649542645	24.073257558754104	26.201512102496512	24.193789804010038	27.19712947997413	16.448854571933705	24.420512594857215	38.28506647808285
SAR86 sp. strain_041	77.8686658707513	115.0607717827853	125.23299752978116	115.63686885357066	129.99165985760845	78.6191024363983	116.72051527042781	182.98766944906305
SAR11 sp. strain_042	29.963156957026484	44.274342265560335	48.1885225491348	44.49601919762793	50.019612688406546	30.251918146798182	44.91299651849411	70.4119969128971
SAR116 sp. strain_043	97.6773241109937	144.33056187893004	157.09045419387877	0.0	163.05965114020213	98.61866084545258	146.4125200166572	229.53707627094676
Rhodobacter sp. strain_044	95.4541890488575	141.04559952383667	153.51507679872748	141.75179986887036	159.3484148735579	0.0	143.080172312139	224.31281437636093
Bacteroides sp. strain_045	276.14386183910204	408.03737306895965	444.1109036715905	410.08037288335123	460.9864386213689	278.80511780112147	413.9232832899033	648.9249705969542
Sphingomonas sp. strain_046	59.17750941821526	87.44223147658248	95.17277338603579	87.88004544772197	98.7891931817791	59.74781541273505	88.7035794754658	139.06433879595514
Loktanella sp. strain_047	6.692072522656424	9.888380912564749	10.762587137296006	9.937890986156926	11.171548984176896	6.756565420599464	10.031020107215216	15.7260528482353
Winogradskyella sp. strain_048	38.059548751826284	56.23778196429274	61.20961906209245	56.51935856903043	63.535490949509125	38.42633655711374	57.049007987970946	89.43813340708122
Polaribacter sp. strain_049	17.85472059529869	26.382600866322484	28.715018489174486	26.514695748386032	29.80614526424672	18.026790259704686	26.7631680161554	41.95774608262686
Aurantivirga sp. strain_050	55.594653746456984	82.14811048235491	89.4106128241017	0.0	92.80807933330048	56.13043101397913	83.33309116067525	130.64479799586468
Cytophaga sp. strain_051	25.696721241818118	37.97014556892855	41.32698809995721	38.160258057317286	42.89735042676382	25.944365901213025	38.517862230796936	60.38607545077698
Planctomyces sp. strain_052	105.45143553148725	155.81779169036744	169.59324033297716	156.59795483353258	176.03752402613702	106.46769299831153	158.06545230492642	247.80586917969748
Ruegeria sp. strain_053	136.86184225273	202.23062795696254	220.10931561619768	203.24317524466048	228.47313289189265	138.1808083570002	205.147790449033	321.6188343575988
Acinetobacter sp. strain_054	70.49019472402826	104.15815035957874	113.36650349706127	104.67965916219528	117.67425720471071	71.16952342510412	105.66062430500438	165.64861240810825
Alteromonas sp. strain_055	71.178594296736	105.17534752412453	114.47362843652672	105.70194932496997	118.82345119822384	71.86455724799913	106.69249446663984	167.26631873517707
Vibrio sp. strain_056	18.63761983114364	27.53943319800762	29.974123380368788	27.677320216759874	31.113094215159265	18.817234458690137	0.0	0.0
Pelagibacter sp. strain_057	26.364971258800637	38.95756922436258	42.40170733124537	39.15262563818051	44.012907344762354	26.61905598291388	39.51952940255941	61.95643127811188
Roseobacter sp. strain_058	38.10410046912092	56.303612743834776	61.28126977087906	56.58551895629779	63.60986427562016	38.47131762859529	57.11578837184761	0.0
Flavobacterium sp. strain_059	8.671237697155348	12.812846998081618	13.945597718477051	12.876999562936222	14.47550909815292	8.75480422246558	12.997671408988339	20.37699708474546
Pseudomonas sp. strain_060	78.14427659953564	115.46802138454653	125.67625101731772	116.04615751085896	130.45175629959334	78.89736928323028	117.13363941886463	183.63534158228174
Shewanella sp. strain_061	48.06340030722151	71.01973395862561	77.29840526532035	71.37532222791654	80.23562641623734	48.526597315370275	72.04418859338556	112.94670981796529
Marinobacter sp. strain_062	100.46928932022722	148.4560424964907	161.5806579008683	149.19934614288093	0.0	101.43753280542587	150.59751040007725	236.09806201672166
Candidatus_Actinomarina sp. strain_063	8.389078980826811	12.39592191913024	13.491813369793986	12.457986984370514	14.004481638407837	8.46992628376844	12.574732215287836	19.71393749154018
Synechococcus sp. strain_064	149.64804204208576	221.1238502753477	0.0	222.23099392170616	249.81803864189172	151.09023141916154	224.31354616188145	351.66579707875087
Prochlorococcus sp. strain_065	17.508184123343252	0.0	28.157698023347994	26.00008063186402	29.227647473293718	17.67691414352936	26.243730382104093	41.14340181881888
Nitrosopumilus sp. strain_066	6.358449619114312	9.39541100821728	10.226035036550932	9.442452833826417	10.61460872440748	6.419727323588249	9.530939146895612	14.94205485737038
Nitrospina sp. strain_067	12.777368740309939	18.880173329969907	20.54932070556224	18.974704353730544	21.33016345653725	12.90050690645496	19.15251849369901	30.026210174982
SAR86 sp. strain_068	102.08961198167694	150.8502735248352	164.18655671253651	151.60556483184024	170.4253946991289	103.07347085413953	153.0262780415144	239.90574337685084
SAR11 sp. strain_069	68.89863027016628	101.8064132088824	110.80685533704509	102.31614711321883	115.01734633029959	69.56262073281972	103.27496351239225	161.90851147105644
SAR116 sp. strain_070	22.37086257696518	33.05577005550163	35.978145336280484	33.221276787348344	37.345259820593135	0.0	33.53259719848483	52.57046542082516
Rhodobacter sp. strain_071	11.749993977432064	17.36209758274838	18.89703580119262	17.449027762384176	19.615094253425664	11.863231118818728	17.612544611290666	27.61192823747136
Bacteroides sp. strain_072	15.715223509173557	23.221224166159388	25.27415263760833	23.33749037066069	26.23453177407149	15.866674394156922	23.55618868089104	36.930029462530584
Sphingomonas sp. strain_073	259.75837358508863	383.825748232933	417.7587915981013	385.7475230117988	433.6329866018885	262.26171918105405	389.3624074795941	610.4198507922353
Loktanella sp. strain_074	49.98432073420671	73.85813608598572	80.38774319602071	74.22793593343616	83.4423544623125	50.46603005294907	74.92353447049813	117.46078166188977
Winogradskyella sp. strain_075	10.343767591634077	15.284220795700351	16.635459292468838	15.360747266826952	17.2675812970735	10.44345263619617	15.504694598685473	24.30736296493846
Polaribacter sp. strain_076	47.706333546677264	70.49212279967249	76.7241493660935	70.84506937589569	79.63954967132216	48.16608942801985	71.50896668081494	112.10761987570059
Aurantivirga sp. strain_077	6.242889927572234	0.0	10.040185100590142	9.270843872170511	10.421696775188758	6.303053959208986	9.357722017894442	14.670495066264722
Cytophaga sp. strain_078	2174.7901711749278	3213.5266832020347	3497.6262799545802	3229.6164701937146	3630.5307280117354	2195.749077415446	3259.881578116863	5110.653695089296
Planctomyces sp. strain_079	29.266084854941916	43.24433034539688	47.067449934595174	43.46085011711446	48.85594102950323	29.548128215552843	43.8681267492984	68.77391055335762
Ruegeria sp. strain_080	87.93096867334242	129.92909286459155	141.41578848850142	130.57963404078316	146.78937211673164	88.77837774870483	131.8033108312884	206.63360351698623
Acinetobacter sp. strain_081	95.66829112175866	141.36196233130008	153.8594084251516	142.0697466713293	159.70583057503626	96.59026638649344	143.4010986307043	224.81594408721827
Alteromonas sp. strain_082	7.1646804655566045	10.586718736292568	11.522663204914938	10.639725313240621	11.960506779620008	7.2337279847661256	10.739431404613931	16.836659085896596
Vibrio sp. strain_083	69.72319303978944	103.02480866481159	112.13296598934218	103.54064294586497	116.3938471587331	70.39512998574367	104.51093423652117	163.84619484909516
Pelagibacter sp. strain_084	60.38103535341835	89.22059279068175	0.0	89.66731082815049	100.79832396948784	60.962939978265	90.5075935256281	141.89256762897332
Roseobacter sp. strain_085	86.66251307975284	128.05478979366364	139.37578312251367	128.69594653333363	144.67184966758546	87.49769778413514	129.9019710712471	203.65279306807147
Flavobacterium sp. strain_086	66.25392444476601	97.89852689792296	106.55348288747606	98.38869443031678	110.60235223434962	66.89242732605965	99.31070621804233	155.69357828892603
Pseudomonas sp. strain_087	0.0	239.47188797968914	260.64297928079196	240.6708983032161	270.5470137683576	163.62713894580074	0.0	380.84572179557165
Shewanella sp. strain_088	58.16881912249278	85.95176438538722	93.55053794768631	86.38211574601198	97.1053152784275	58.729404158359195	87.19161250199245	136.6939644695668
Marinobacter sp. strain_089	73.07793089303789	107.98185682028381	117.52825397316688	108.5225105152683	121.99414783236665	73.7821981470189	109.53948746071922	171.72966960128127
Candidatus_Actinomarina sp. strain_090	40.02276964475546	59.1386883634785	64.36698710590484	59.43478949862998	66.8128341489238	40.40847741904485	59.991759756605454	94.05160933855673
Synechococcus sp. strain_091	107.28844847734575	158.53220993500878	172.54763328601328	0.0	179.10417939183216	108.32240962087648	160.81902584058898	252.12276242490034
Prochlorococcus sp. strain_092	13.87896177622334	20.507915933305647	22.320967829635876	20.610596891498712	23.169130461104263	14.012716224095643	20.80374116885753	32.61490153201252
Nitrosopumilus sp. strain_093	132.0876583036624	195.17616922609784	212.43119040351337	196.15339558775074	220.50325066693006	133.36061460197993	197.9915716503713	310.3997286416866
Nitrospina sp. strain_094	24.46593030027889	36.151496770298536	39.347557256782146	36.33250347719941	40.84270423963185	24.70171357079716	36.672979551991546	57.49377514676115
SAR86 sp. strain_095	11.430945081983442	16.890662612901895	18.383922482904673	16.9752323676858	19.082483413990683	11.541107482655125	17.13430922537773	26.86217847399981
SAR11 sp. strain_096	341.4067504409667	504.4715195556669	549.070544056718	506.99735490517514	569.934384776501	344.6969584652685	0.0	802.2896616858093
SAR116 sp. strain_097	426.2456233252684	629.8316510295001	685.5134410749388	632.9851512505049	711.5619031544863	430.35344125322945	638.9169280088759	1001.6569868375159
Rhodobacter sp. strain_098	0.0	0.0	1192.2349827404928	1100.8785468783178	1237.5380882334027	748.4644309822754	1111.195006538171	1742.06722853093
Bacteroides sp. strain_099	24.138999469703997	35.66841524752053	38.82176774388934	35.84700321651525	40.29693552958875	24.371632039655395	36.182929612445534	56.72550320978917
Sphingomonas sp. strain_100	0.0	172.79188953466527	188.06797434065612	173.65704018396139	195.21426966392224	118.0658103801902	175.28440030900646	274.8007394330633
Loktanella sp. strain_101	26.146143095572786	38.634223022559176	42.04977492661875	38.8276604762674	43.64760204713731	26.398118927059667	39.191518954685144	61.44219547926888
Winogradskyella sp. strain_102	40.16308341621823	59.34601965207482	64.59264801839764	59.64315887298039	67.04706983088091	40.55014342357328	60.202081784362484	94.38134004274265
Polaribacter sp. strain_103	18.55498452284728	27.41732911104575	29.84122438635074	27.55460476759575	30.975145262674086	18.733802776701413	27.81282214255884	43.60333308053502
Aurantivirga sp. strain_104	0.8121808330908408	1.2000995835440276	0.0	1.2061083547700335	1.3558307878711189	0.8200079890881024	1.2174109350798052	1.9085864147868377
Cytophaga sp. strain_105	60.538089153063005	89.45265958155919	97.36093824885847	89.90053955281631	101.06050496198922	61.12150733811657	90.74300786353558	142.26163660496937
Planctomyces sp. strain_106	12.375040711187344	18.285682939990327	19.90227295517569	18.377237413472614	20.65852888147346	12.49430155824564	18.549452621928836	29.08075839948379
Ruegeria sp. strain_107	19.059303331379752	28.16252373696417	30.65229974505792	28.303530503904838	31.81704024424936	19.242981810722977	28.56876614820269	44.78845834755657
Acinetobacter sp. strain_108	2.4293989601830637	3.5897432709445547	3.9071032048301246	3.607716734456226	4.055567149625002	2.4528115843994875	3.6415250635046332	5.708972266505158
Alteromonas sp. strain_109	29.56896279211405	43.69187068549784	47.5545561606176	43.910631244192565	49.3615565469516	29.85392505054402	44.32212282712326	69.48565933229088
Vibrio sp. strain_110	13.84507844799794	20.45784904372191	22.266474655616488	20.560279322313352	23.112566629834436	13.978506355172751	20.75295206793586	32.53527731865519
Pelagibacter sp. strain_111	138.02709791640174	203.95244011962203	221.98334874644777	204.97360833805058	230.41837641424328	139.35729383241414	206.89443963024922	324.3571298686781
Roseobacter sp. strain_112	411.5898300858122	608.17586866359	661.9431269051771	611.2209406810181	687.0959531035503	415.55640707915	616.9487625153827	967.2165682323376
Flavobacterium sp. strain_113	15.983945058697474	23.618294136951086	25.706326539285104	23.73654842864775	26.683127622883163	16.137985669271806	23.958986357902234	37.56151235142123
Pseudomonas sp. strain_114	195.09795335494275	288.28182472679845	313.76807650870785	289.7252212225155	325.6907834214906	196.9781530019157	292.4402696405808	458.47093178608907
Shewanella sp. strain_115	33.48168934773716	49.4734175019317	53.847234603168275	49.721125651833646	55.893347143937255	33.80435936763811	50.18706804709982	0.0
Marinobacter sp. strain_116	3.9298799230185093	5.806893079518223	6.320265503310403	5.835967576774244	6.560425923852261	3.9677529950669013	5.890657101111625	9.235031322116603
Candidatus_Actinomarina sp. strain_117	57.3438237925415	84.7327297670345	92.22373162626612	85.15697755072387	95.72809234650843	0.0	85.95499339556726	134.75526459528461
Synechococcus sp. strain_118	84.22706324284819	124.45610558944684	135.45894853958615	125.07924409930135	140.6061813623822	85.03877700945372	126.2513761021407	197.9296015284219
Prochlorococcus sp. strain_119	27.030666628363456	0.0	43.47231802734259	40.141199505290764	45.12419960951783	27.291166797525303	40.51736730924037	63.52078380524421
Nitrosopumilus sp. strain_120	69.89995798610748	103.28600116015053	112.41724983879637	103.80314320430288	116.68893335957623	70.57359845269812	104.77589441511516	164.26158408435847
